,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,emoji_positive,emoji_neutral,emoji_negative
rest16721,下站帖,Next Battle,4.0,120.0,1202.0,Tsim Sha Tsui,50.0,台灣菜,97,6,1
rest16722,Story Steak & Pasta,,4.0,340.0,6855.0,Yuen long,101.0,意大利菜,261,26,15
rest16723,來多客餐廳,,3.5,44.0,288.0,Shum Shui Po,50.0,港式,21,10,2
rest16724,大家樂,Cafe de Coral,3.5,15.0,83.0,Yau Tong,50.0,港式,5,5,0
rest16725,J.Co Donuts & Coffee,,3.5,111.0,4581.0,Mong Kok,51.0,西式,49,26,10
rest16726,Jean-Paul Hévin Chocolatier,,,,194.0,Central,51.0,法國菜,0,0,0
rest16727,來得好蝦麵廚房,Lai De Hao,4.0,8.0,369.0,Sai Kung,50.0,新加坡菜,6,1,0
rest16728,有馬日本料理,Arima Restaurant,3.5,23.0,1156.0,Admiralty,401.0,日本菜,11,5,5
rest16729,甜圓坊,,4.0,211.0,9634.0,Shum Shui Po,50.0,台灣菜,108,34,15
rest16730,手作功夫茶 (安泰商場),Kung Fu Tea (安泰商場),,,15.0,Kwun Tong,50.0,台灣菜,0,0,0
rest16731,貝爾特酒廊,pentalounge,4.0,47.0,3538.0,Tuen Mun,101.0,多國菜,26,11,2
rest16732,新孖寶餐廳,New Marble,,,144.0,Wong Chuk Hang,50.0,粵菜,1,0,0
rest16733,乜嘜雞蛋仔,McQ,4.0,122.0,2763.0,Jordan,50.0,港式,85,12,7
rest16734,至友美點,Friendly Food,3.5,22.0,216.0,Yuen long,50.0,港式,4,9,3
rest16735,Club De 101,,,,53.0,Tsim Sha Tsui,201.0,港式,0,0,0
rest16736,美心西餅,Maxim's Cake Shop,3.5,5.0,55.0,Tsim Sha Tsui,50.0,港式,3,0,1
rest16737,豐盛麵包餅店,,3.5,5.0,12.0,Kwai Chung,50.0,港式,3,0,0
rest16738,名廚,Fameux Cuisine,3.5,30.0,297.0,Hung Hom,101.0,粵菜,13,10,3
rest16739,Asiri,,4.0,160.0,7277.0,Quarry Bay,101.0,日本菜,139,13,4
rest16740,美心西餅,Maxim's Cake Shop,3.5,21.0,47.0,Diamond Hill,50.0,港式,12,4,2
rest16741,麥當勞,McDonald's,3.5,15.0,47.0,Tsz Wan Shan,50.0,美國菜,6,7,2
rest16742,悅滿美食,,,,18.0,North Point,50.0,港式,1,0,1
rest16743,NoNo 茶記,,,,17.0,Tin Shui Wai,50.0,港式,0,0,0
rest16744,Hero's Friday,,4.0,49.0,2260.0,Central,50.0,美國菜,38,6,2
rest16745,壹·燒鵝,A+ Goose,4.5,52.0,642.0,Tin Hau,51.0,港式,50,1,0
rest16746,養生堂,Health Palace Chinese Herbal Tea,,,28.0,Tai Kok Tsui,50.0,港式,0,0,0
rest16747,人和荳品廠,Yan Wo Dou Bun Chong,2.5,94.0,657.0,Mong Kok,50.0,港式,25,34,23
rest16748,茹絲葵牛排餐廳,Ruth's Chris Steak House,4.0,132.0,8218.0,Admiralty,401.0,美國菜,96,14,12
rest16749,永利茶餐廳,Wing Lee Restaurant,3.5,8.0,82.0,Cheung Chau,50.0,港式,6,0,1
rest16750,東哥點心籠仔蒸飯專門店,,3.5,17.0,470.0,Yuen long,50.0,粵菜,10,3,0
rest16751,Trattoria Queen Hollywood,,4.0,24.0,3996.0,Sheung Wan,401.0,日本菜,16,5,0
rest16752,粒粒雪糕,Mini Melts,,,22.0,Tsuen Wan,50.0,韓國菜,0,0,0
rest16753,Nood Food,,,,29.0,Repulse Bay,51.0,多國菜,0,0,0
rest16754,潮州合成甜品,Chiu Chow Hop Shing Dessert,3.5,547.0,7255.0,Kowloon City,50.0,潮州菜,340,104,41
rest16755,海洋餐廳,,,,25.0,Tsing Yi,50.0,港式,0,0,0
rest16756,月高陞,Luna 15,,,87.0,Chai Wan,201.0,港式,0,0,0
rest16757,T Club,T Club,4.0,50.0,3897.0,Kwun Tong,201.0,西式,28,6,5
rest16758,生記茶餐廳,Sun Kee Restaurant,4.0,14.0,315.0,Fan Ling,50.0,潮州菜,6,4,1
rest16759,海濱甜品屋,,3.5,16.0,110.0,Tsuen Wan,50.0,港式,10,3,1
rest16760,花見日本料理,Hanami,4.5,146.0,2958.0,Causeway Bay,201.0,日本菜,136,3,2
rest16761,阿芳上海餛飩,Ah Fong Shanghai Wonton,4.0,54.0,2101.0,Tsim Sha Tsui,50.0,滬菜,38,7,1
rest16762,正記冰室,,3.5,17.0,212.0,Kowloon Bay,50.0,港式,6,4,0
rest16763,寶興福食,Po Hing Food Shop,,,20.0,San Po Kong,50.0,港式,0,0,0
rest16764,金銘潮州粉麵餐廳,,3.0,12.0,68.0,Tin Shui Wai,50.0,潮州菜,5,2,2
rest16765,利苑酒家,Lei Garden,3.5,39.0,1656.0,North Point,201.0,粵菜,27,3,5
rest16766,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,3.5,12.0,35.0,Kowloon Bay,50.0,美國菜,4,3,1
rest16767,208 Duecento Otto,,3.5,107.0,8905.0,Sheung Wan,401.0,意大利菜,45,28,23
rest16768,俺流塩らーめん (創紀之城五期(apm)),Oreryu Shio Ramen (創紀之城五期(apm)),3.5,72.0,2166.0,Kwun Tong,51.0,日本菜,28,26,7
rest16769,鴛鴦戲水私房中菜,Yin Yang Coastal,,,839.0,Tsuen Wan,801.0,港式,1,0,1
rest16770,必勝客,Pizza Hut,3.5,13.0,81.0,Tuen Mun,101.0,意大利菜,3,4,1
rest16771,大方食家,,,,14.0,Tai Po,51.0,潮州菜,1,0,0
rest16772,渡邊屋,Watanabe-Ya,4.0,147.0,1633.0,Kowloon City,51.0,日本菜,126,6,5
rest16773,GOTTHARD BASE Restaurant & Lounge,,4.0,34.0,5113.0,North Point,201.0,多國菜,25,4,1
rest16774,Outback Steakhouse (荃灣廣場),,3.5,19.0,2616.0,Tsuen Wan,201.0,澳洲菜,13,1,1
rest16775,盈旺泰滋味,Yvonne's Thai Delicious,3.0,9.0,86.0,Yuen long,101.0,泰國菜,3,0,4
rest16776,富金海鮮酒家,Full Gold Seafood Restaurant,2.5,22.0,69.0,Sheung Shui,51.0,港式,6,5,8
rest16777,百份百餐廳 (藍灣廣場),Cafe 100% (藍灣廣場),2.5,42.0,444.0,Chai Wan,50.0,港式,6,7,10
rest16778,荷蘭糖水,Holland 100% Dessert,2.5,22.0,180.0,Sai Wan,50.0,港式,4,2,9
rest16779,上海新大眾大閘蟹專門店,,3.5,58.0,1813.0,Wong Tai Sin,201.0,滬菜,18,8,7
rest16780,南記粉麵,Nam Kee Spring Roll Noodle Co. Ltd,3.5,48.0,1125.0,Sheung Wan,50.0,港式,21,13,2
rest16781,唐順興燒味,Tang's Roast,,,18.0,Sai Wan,50.0,港式,0,0,0
rest16782,大快活,Fairwood,4.0,4.0,18.0,Chai Wan,50.0,港式,1,1,0
rest16783,船渦,Boat Boat Steam,4.5,227.0,16350.0,Causeway Bay,201.0,港式,180,16,10
rest16784,Cox Pub,,,,22.0,Mong Kok,101.0,西式,0,0,0
rest16785,太平洋咖啡,Pacific Coffee,3.5,7.0,183.0,Wan Chai,50.0,美國菜,3,3,0
rest16786,常滿百家菜,Sheung Moon Chinese Cuisine,3.5,119.0,2261.0,Tsuen Wan,101.0,粵菜,69,19,13
rest16787,牛角日本燒肉專門店 (荃新天地),Gyu-Kaku (荃新天地),4.0,110.0,3686.0,Tsuen Wan,201.0,日本菜,53,25,7
rest16788,中環茶記,Cha Kee Central,4.0,361.0,6288.0,Central,51.0,粵菜,311,19,11
rest16789,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,2.5,3.0,46.0,Hung Hom,50.0,美國菜,0,1,0
rest16790,東京食堂,,4.0,188.0,17628.0,Tsim Sha Tsui,51.0,日本菜,136,25,6
rest16791,有口福,LUCKY FOOD,4.5,87.0,1992.0,Kowloon City,101.0,川菜,84,1,1
rest16792,煌府婚宴專門店,Palace Wedding Banquet,3.0,12.0,271.0,Cheung Sha Wan,101.0,粵菜,2,2,2
rest16793,Cafe Imagine,,4.0,33.0,975.0,Cheung Sha Wan,51.0,港式,21,8,1
rest16794,文華餅店,The Mandarin Cake Shop,4.0,640.0,9900.0,Central,51.0,西式,438,73,21
rest16795,源祖之味古早蛋糕店 樂富,Original Cake Shop 樂富,4.5,6.0,35.0,Lok Fu,51.0,台灣菜,5,1,0
rest16796,大家樂,Café de Coral,3.5,5.0,15.0,Pok Fu Lam,50.0,港式,1,1,0
rest16797,太興,Tai Hing,3.5,109.0,532.0,Kowloon Bay,51.0,港式,51,34,12
rest16798,華記湖南風味,Wah Kee Hunan Food,4.0,8.0,241.0,Sheung Shui,50.0,湘菜,2,4,0
rest16799,朗益燒味工房,,4.0,4.0,97.0,Shum Shui Po,50.0,粵菜,2,1,0
rest16800,Cup Of Joe,,4.5,16.0,896.0,Central,50.0,西式,12,0,0
rest16801,sift desserts (希慎廣場),,3.5,34.0,1558.0,Causeway Bay,51.0,西式,22,3,1
rest16802,太興,Tai Hing,3.5,20.0,34.0,Chai Wan,51.0,港式,13,1,4
rest16803,增煇大排檔 & 增煇藝廚,,3.5,243.0,14500.0,Shum Shui Po,101.0,港式,121,56,32
rest16804,台風。R,Taifu. R,4.5,71.0,2093.0,Wan Chai,51.0,日本菜,66,1,0
rest16805,渝品軒川菜館,,,,48.0,Mong Kok,101.0,川菜,0,0,0
rest16806,金龍堡,Kam Lung Bo,2.5,6.0,125.0,Tuen Mun,50.0,港式,0,2,0
rest16807,琪昌燒臘家,,,,4.0,Tsuen Wan,50.0,港式,0,0,0
rest16808,food allee,,,,37.0,Non Storefront,401.0,瑞士菜,0,0,0
rest16809,三星海景燒烤場,,4.0,3.0,184.0,Sai Kung,101.0,港式,2,1,0
rest16810,Cotton Lane Café,,4.0,3.0,105.0,Happy Valley,101.0,多國菜,2,0,1
rest16811,友記餃子,Yau Kee Dumpling,4.0,16.0,851.0,Shum Shui Po,50.0,粵菜,10,3,0
rest16812,幸福小廚,Fortune Kitchen,2.5,16.0,176.0,Hung Hom,51.0,粵菜,3,1,4
rest16813,米師傅石磨腸粉,,,,9.0,Yuen long,50.0,港式,0,0,0
rest16814,榮華餅家,Wing Wah,3.0,8.0,86.0,Wan Chai,50.0,港式,2,3,2
rest16815,茗茶,Tea House,,,21.0,Mong Kok,50.0,台灣菜,0,0,2
rest16816,原味家作,Original Taste Workshop,3.0,30.0,56.0,Kwai Fong,51.0,港式,13,12,5
rest16817,貴香園,,3.5,109.0,2562.0,Mong Kok,50.0,滇菜,53,30,7
rest16818,美心西餅,Maxim's Cake Shop,3.5,29.0,60.0,Tuen Mun,50.0,港式,12,7,5
rest16819,京香餃,Home Town Dumpling,,,504.0,Tin Hau,50.0,鲁菜,0,1,0
rest16820,群記茶餐廳,Kwan Kee Restaurant,,,8.0,Kwai Chung,50.0,粵菜,0,0,0
rest16821,金水稻餐廳,,3.0,4.0,38.0,Tuen Mun,50.0,港式,1,0,2
rest16822,酷啡,Cool Fee Café and Dessert,3.0,36.0,548.0,Sai Kung,50.0,多國菜,16,3,11
rest16823,尤海姆年輪蛋糕,Juchheim,3.5,92.0,1288.0,Causeway Bay,50.0,日本菜,52,30,6
rest16824,里的茶,Your Cup Of Tea,,,15.0,Ma On Shan,50.0,台灣菜,0,0,0
rest16825,三不館車仔麵 (登發街),,4.0,35.0,1119.0,Tsuen Wan,50.0,港式,22,8,0
rest16826,德興美食坊,,3.0,46.0,151.0,Tuen Mun,50.0,港式,19,13,0
rest16827,Seoul Recipe,,,,20.0,Tsuen Wan,51.0,韓國菜,0,0,0
rest16828,太興,Tai Hing,3.5,22.0,372.0,Tseung Kwan O,51.0,港式,7,8,2
rest16829,Level 5 Bar & Lounge,,,,194.0,Causeway Bay,101.0,日本菜,0,0,0
rest16830,港灣茶餐廳,Harbour Kitchen,3.0,88.0,533.0,Wan Chai,50.0,港式,19,40,15
rest16831,金記冰室 (黃大仙中心),Kam Kee Cafe (黃大仙中心),4.0,151.0,1805.0,Wong Tai Sin,51.0,港式,92,25,7
rest16832,金沙角冰室,Kam Sha Kok Cafe,4.5,9.0,123.0,Prince Edward,51.0,港式,4,1,0
rest16833,味口福,,4.0,78.0,1743.0,Shau Kei Wan,51.0,港式,53,12,2
rest16834,愛群餐廳,Oi Kwan Restaurant,3.0,111.0,1168.0,Cheung Sha Wan,51.0,美國菜,42,24,26
rest16835,千歲食品超級市場,Chitose Food Supermarket,,,35.0,Tuen Mun,50.0,港式,0,0,0
rest16836,Oklava,,3.5,3.0,127.0,Central,51.0,地中海菜,2,0,1
rest16837,巧手製作,Crafted,3.0,3.0,28.0,Hung Hom,50.0,港式,0,3,0
rest16838,八方雲集鍋貼水餃專門店 (健威坊),Bafang Dumpling (健威坊),3.5,11.0,719.0,North Point,50.0,台灣菜,1,4,2
rest16839,BABA海南雞喇沙專門店,Baba Hainan Chicken Laksa Restaurant,4.5,3.0,74.0,Tin Shui Wai,50.0,新加坡菜,3,0,0
rest16840,Dionysus,Dionysus,4.5,85.0,2670.0,Tai Po,201.0,西式,79,1,0
rest16841,本灣水產,,3.5,13.0,552.0,Tsz Wan Shan,51.0,港式,8,2,0
rest16842,一粥麵,Super Super Congee & Noodle,3.5,34.0,128.0,Tin Shui Wai,50.0,港式,10,9,4
rest16843,武夷星茶居,Wuyistar Teahouse,,,32.0,Causeway Bay,50.0,粵菜,0,0,0
rest16844,Hey Candy,,,,20.0,Mong Kok,50.0,港式,0,0,0
rest16845,老媽拌麵 (將軍澳中心),Mom's Dry Noodles (將軍澳中心),4.0,254.0,2348.0,Tseung Kwan O,51.0,台灣菜,180,33,18
rest16846,翠河餐廳,Green River Restaurant,2.5,15.0,60.0,Kowloon Bay,51.0,港式,1,3,4
rest16847,春陽茶事,Chun Yang Tea,4.0,46.0,1049.0,Central,50.0,台灣菜,29,4,1
rest16848,Time Coffee,,,,208.0,Kwai Fong,50.0,西式,2,0,0
rest16849,美心西餅,Maxim's Cake Shop,3.0,17.0,35.0,To Kwa Wan,50.0,港式,6,4,4
rest16850,頌興餐廳小廚,,3.0,22.0,207.0,Wan Chai,50.0,港式,6,7,3
rest16851,遠景吧,Vista Bar,,,45.0,Prince Edward,101.0,西式,0,0,0
rest16852,美心西餅,Maxim's Cake Shop,,,10.0,Tsuen Wan,50.0,港式,1,1,0
rest16853,囍點住家菜,,4.0,49.0,277.0,Quarry Bay,51.0,港式,35,10,1
rest16854,Sweet Shop,,,,58.0,Central,50.0,西式,0,1,0
rest16855,樂燒遙小食,,,,2.0,Peng Chau,51.0,港式,0,0,0
rest16856,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,3.5,18.0,168.0,Lok Fu,50.0,美國菜,5,8,2
rest16857,弁當屋有限公司,Bento Eki Company Limited,,,13.0,Tsuen Wan,50.0,多國菜,0,0,0
rest16858,重慶粉麵小食,,,,42.0,Shatin,50.0,川菜,1,0,0
rest16859,海鮮角樂,Seafood Corner,4.5,26.0,4849.0,Sai Wan,101.0,港式,19,2,2
rest16860,合和牛腩,Hop Woo Beef Brisket,4.0,3.0,87.0,Tung Chung,50.0,港式,3,0,0
rest16861,泰好味,Ruam Aroi Thai food,,,27.0,Kwai Chung,50.0,泰國菜,1,0,0
rest16862,Chickpea,,4.0,6.0,297.0,Central,51.0,中東菜,6,0,0
rest16863,八方雲集鍋貼水餃專門店,Bafang Dumpling,3.5,14.0,248.0,Tseung Kwan O,50.0,台灣菜,7,3,3
rest16864,隨心,With Your Mind,4.0,429.0,10065.0,Quarry Bay,51.0,新加坡菜,352,29,17
rest16865,麥當勞,McDonald's,3.0,32.0,109.0,Lai Chi Kok,50.0,美國菜,11,8,6
rest16866,Home‧焙小日子,Home Baking Day,4.0,9.0,145.0,Tseung Kwan O,201.0,多國菜,6,1,0
rest16867,曲奇薈,Cookie Galerie,4.0,6.0,394.0,Tsim Sha Tsui,51.0,西式,6,0,0
rest16868,神虎麺商店,Kamitora Tonkotsu,4.0,189.0,6176.0,Wan Chai,51.0,日本菜,161,17,2
rest16869,極品刺身,,4.0,6.0,96.0,Kowloon City,51.0,日本菜,2,0,1
rest16870,沙士亞鄉村俱樂部,Shalimar Country Club,2.5,4.0,39.0,Tai Po,50.0,泰國菜,1,2,0
rest16871,雄記小食（大牌檔）,,3.0,3.0,44.0,Tsuen Wan,50.0,港式,2,0,1
rest16872,伊呂波燒肉,Iroha,4.0,263.0,7975.0,Tsim Sha Tsui,401.0,日本菜,185,39,26
rest16873,大家樂,Café de Coral,3.0,25.0,213.0,Tsim Sha Tsui,50.0,港式,8,5,6
rest16874,陽光餐廳小廚,Sunshine Cafe,,,33.0,To Kwa Wan,50.0,港式,1,0,0
rest16875,鴻星中菜,Super Star Chinese Cuisine,3.5,126.0,3803.0,Mong Kok,101.0,粵菜,55,32,16
rest16876,泰斗,Thai Master Restaurant & Bar,4.0,496.0,25320.0,Tsim Sha Tsui,201.0,泰國菜,400,33,20
rest16877,榮華餐廳,,4.0,8.0,36.0,Peng Chau,50.0,港式,3,3,0
rest16878,潮粥打冷,,,,8.0,Yuen long,50.0,潮州菜,0,0,0
rest16879,八方雲集鍋貼水餃專門店,Bafang Dumpling,3.5,7.0,102.0,Yau Tong,50.0,台灣菜,3,2,0
rest16880,真滋味美食,,4.0,34.0,3238.0,Sai Wan,50.0,港式,21,4,1
rest16881,菁雲,J's Garden,,,27.0,Sheung Wan,51.0,港式,0,0,0
rest16882,都好燒臘粉麵飯茶餐廳,,3.0,7.0,45.0,Tsuen Wan,50.0,港式,3,2,1
rest16883,全自然水果,Natural Fruit,,,9.0,Jordan,50.0,港式,0,0,0
rest16884,龍門點心廚房,Dragon Gate,3.0,4.0,64.0,Tsing Yi,51.0,港式,1,1,1
rest16885,美孚。友樂鮨,Yu Raku Sushi,,,92.0,Mei Foo,401.0,日本菜,1,0,0
rest16886,FAB,,4.0,16.0,1259.0,Central,101.0,法國菜,12,4,0
rest16887,一粥麵,Super Super Congee & Noodle,3.5,15.0,117.0,Fo Tan,50.0,港式,7,2,1
rest16888,意樂餐廳 (錦綉花園),Itamomo Cafe (錦綉花園),,,100.0,Yuen long,51.0,港式,2,0,0
rest16889,牛下合利小廚,,3.5,9.0,296.0,Ngau Tau Kok,51.0,潮州菜,7,1,0
rest16890,嘉寶漢堡,KABO BURGER,4.0,331.0,18612.0,Tsim Sha Tsui,50.0,港式,245,26,3
rest16891,嘉樂冰廳,Gala Cafe,3.5,982.0,23838.0,Tsuen Wan,51.0,港式,526,266,102
rest16892,有機元素,UG elements,4.0,12.0,1227.0,Central,51.0,川菜,6,0,1
rest16893,太平洋食堂,,,,12.0,Ngau Tau Kok,50.0,港式,0,0,0
rest16894,餃餃震,DUMPLINGSLAND,3.5,10.0,605.0,Sai Kung,50.0,港式,7,0,1
rest16895,港龍茶餐廳,,,,23.0,Kwai Chung,50.0,港式,1,0,0
rest16896,言居酒屋,,3.5,38.0,48.0,Jordan,101.0,日本菜,25,3,5
rest16897,串串貢,Skewer King,4.0,58.0,1334.0,Shum Shui Po,201.0,川菜,46,2,2
rest16898,YOLO Cafe,,4.0,31.0,3663.0,Causeway Bay,101.0,西式,26,1,1
rest16899,金東大小廚,Kam Tung Kitchen,3.0,112.0,4646.0,Shau Kei Wan,101.0,粵菜,48,22,16
rest16900,Oliver's Super Sandwiches,,3.0,11.0,96.0,Tseung Kwan O,51.0,英國菜,2,3,2
rest16901,蘭姐砵仔糕,,3.5,10.0,160.0,Tai O,50.0,港式,5,5,0
rest16902,太子小廚,,,,10.0,Jordan,51.0,粵菜,0,0,0
rest16903,麥當勞,McDonald's,3.0,20.0,64.0,Tai Po,50.0,美國菜,4,6,5
rest16904,Black Sugar Coffee & Lifestyle,,4.0,89.0,8532.0,Tsim Sha Tsui,51.0,西式,61,10,2
rest16905,南丫海景民豐海鮮酒家,Lamma Seaview Man Fung Seafood Restaurant,3.0,64.0,211.0,Lamma Island,401.0,粵菜,20,9,25
rest16906,新富榮飲食中心,,,,13.0,Tsuen Wan,50.0,港式,0,1,0
rest16907,洪記粥品,Hung Kee Congee,3.5,12.0,142.0,Tseung Kwan O,50.0,港式,2,6,0
rest16908,木兆小品 (寶達商場),Momo Classic (寶達商場),,,143.0,Kwun Tong,50.0,港式,0,0,0
rest16909,東南冰室,Tung Nam Cafe,3.5,12.0,92.0,Shau Kei Wan,51.0,港式,5,2,1
rest16910,合記,,3.5,10.0,112.0,Tsuen Wan,50.0,港式,5,2,0
rest16911,黨99,BASH99,4.5,24.0,167.0,Sai Wan,101.0,日本菜,24,0,0
rest16912,薈軒,Cuisine Royale,3.5,59.0,1515.0,Wan Chai,51.0,粵菜,20,18,8
rest16913,手作餃子專門店 (松苑),,3.0,46.0,641.0,Tuen Mun,50.0,京川滬,16,14,4
rest16914,Hugo Cafe,,4.0,20.0,139.0,Fo Tan,101.0,意大利菜,13,2,2
rest16915,滋味館,Taste Pavillion,3.0,5.0,78.0,Jordan,50.0,港式,2,2,0
rest16916,魚壽司の刺身專門店,Sushi Sashimi Shop,4.0,6.0,450.0,Jordan,50.0,日本菜,3,2,0
rest16917,四川麻辣,,4.5,4.0,158.0,Tsing Yi,50.0,川菜,4,0,0
rest16918,常甜甜食店,,2.5,3.0,15.0,Tseung Kwan O,50.0,港式,0,0,0
rest16919,陳記茶餐廳,Chan Kee Restaurant,4.0,6.0,126.0,Tai Wai,50.0,港式,5,1,0
rest16920,Zuma Hong Kong,Zuma Hong Kong,4.0,139.0,11596.0,Central,801.0,日本菜,68,34,16
rest16921,德記茶餐廳,,4.0,8.0,105.0,Lamma Island,50.0,港式,3,3,0
rest16922,たまご園 (北角匯),Tamago-EN (北角匯),4.0,107.0,2125.0,North Point,101.0,日本菜,92,7,2
rest16923,明記甜品,Ming Kee Dessert,3.0,4.0,120.0,Hung Hom,50.0,港式,2,0,2
rest16924,百樂潮州酒家,Pak Loh Chiu Chow Restaurant,3.5,43.0,2825.0,Causeway Bay,401.0,潮州菜,24,7,3
rest16925,東海堂,Arome Bakery,4.0,4.0,42.0,North Point,50.0,西式,3,0,0
rest16926,大樹先生的家X花斑茶社,Mr. Tree,4.0,91.0,4445.0,Causeway Bay,101.0,西式,59,7,1
rest16927,Cha:fe,,4.0,31.0,884.0,Shum Shui Po,50.0,港式,23,2,2
rest16928,慢活。瞬間,Paradise Island,,,18.0,Cheung Chau,51.0,西式,2,0,0
rest16929,耀哥小廚,,3.5,12.0,201.0,Tai Wai,51.0,粵菜,4,1,2
rest16930,譚仔雲南米線,Tamjai Yunnan Mixian,3.0,66.0,527.0,Kwai Fong,50.0,滇菜,15,27,16
rest16931,海底撈火鍋 (金巴利道),Haidilao Hot Pot (金巴利道),4.5,127.0,3211.0,Tsim Sha Tsui,201.0,川菜,115,2,0
rest16932,大棧,,,,15.0,Prince Edward,101.0,港式,0,0,0
rest16933,詩餅坊,Cake's Secrets,4.0,151.0,4949.0,Sai Wan,50.0,西式,108,21,5
rest16934,悠然雅座,Coffee corner,,,22.0,Tai Po,50.0,西式,1,0,0
rest16935,Moment Cafe,,3.5,104.0,3722.0,Yuen long,51.0,西式,51,17,10
rest16936,咖哩至尊餐廳小廚,,3.0,18.0,443.0,Yuen long,50.0,港式,7,9,1
rest16937,星巴克咖啡,Starbucks Coffee,3.5,8.0,40.0,Central,50.0,美國菜,4,4,0
rest16938,長今會所,Cheung Kam Recreation Club Limited,4.0,4.0,194.0,Tsim Sha Tsui,50.0,潮州菜,1,1,0
rest16939,平靚正西餐,Penny Jeng,4.0,83.0,707.0,Tseung Kwan O,50.0,西式,70,2,4
rest16940,斧吧 BBQ BAR & Restaurant,BBQ BAR & Restaurant,4.5,12.0,431.0,Hung Hom,101.0,多國菜,7,0,0
rest16941,錫蘭,Ceylon,3.0,17.0,196.0,Wan Chai,51.0,港式,2,6,2
rest16942,有得餃,Ma Ma's Dumpling,3.5,80.0,3010.0,Yuen long,50.0,港式,49,22,2
rest16943,breeze,,,,171.0,Repulse Bay,101.0,多國菜,0,0,0
rest16944,真味鮮廚,Tastefull Kitchen,3.5,38.0,1379.0,Mong Kok,101.0,粵菜,16,9,3
rest16945,鴻福堂,Hung Fook Tong,,,12.0,Tuen Mun,50.0,粵菜,0,0,0
rest16946,森戶,Morito もりと,4.5,44.0,2367.0,Ngau Tau Kok,101.0,日本菜,38,2,2
rest16947,唐宮小聚 (新城市廣場),Social Place (新城市廣場),4.0,52.0,2242.0,Shatin,201.0,粵菜,30,13,1
rest16948,百好名宴,Good Joyful Banquet,,,33.0,Prince Edward,101.0,粵菜,1,0,0
rest16949,第一冰站,,3.0,15.0,69.0,Shatin,50.0,港式,1,4,7
rest16950,任我點‧掂,,3.0,22.0,407.0,Kwai Fong,50.0,港式,5,9,3
rest16951,Cherry Tokyo Cafe (愉景新城),Cherry Tokyo Cafe (愉景新城),3.5,47.0,1457.0,Tsuen Wan,51.0,日本菜,21,11,7
rest16952,順聯薈,Shunde Cuisine,4.5,8.0,450.0,Wan Chai,201.0,順德菜,7,0,0
rest16953,念川居,Chuan Palace,4.0,68.0,4923.0,Mong Kok,201.0,粵菜,46,7,1
rest16954,上海雙龍陸金記瓜子大王,,,,24.0,Jordan,50.0,港式,1,0,0
rest16955,翠園 (大埔超級城),Jade Garden (大埔超級城),3.0,30.0,1156.0,Tai Po,101.0,粵菜,6,7,4
rest16956,大少燒味茶餐廳,Dai Siu Roast Cafe,3.0,24.0,229.0,Tung Chung,50.0,港式,6,8,1
rest16957,乜記士多,Mc Kee Store,4.0,8.0,200.0,Jordan,50.0,港式,5,0,1
rest16958,山城小麵 (懷仁街),Shan Cheng Noodles (懷仁街),4.0,87.0,1997.0,Tai Po,50.0,川菜,73,7,2
rest16959,湖南軒,Hu Nan Heen,3.5,20.0,3049.0,Causeway Bay,101.0,湘菜,10,1,2
rest16960,新澳咖啡餐室 (民泰街),New O Restaurant (民泰街),3.5,95.0,1807.0,Hung Hom,50.0,港式,32,19,4
rest16961,鴻福堂,Hung Fook Tong,3.5,3.0,34.0,Sai Wan,50.0,粵菜,1,1,0
rest16962,活蘭印度素食,Woodlands Indian Vegetarian Restaurant,4.0,117.0,4917.0,Tsim Sha Tsui,101.0,印度菜,98,9,3
rest16963,Ebeneezer's Kebabs & Pizzeria,,4.0,12.0,57.0,Central,51.0,中東菜,11,0,1
rest16964,山崎麵飽,Yamazaki Bakery,,,14.0,Jordan,50.0,日本菜,0,0,0
rest16965,富怡粉麵專家,,4.5,19.0,575.0,North Point,50.0,潮州菜,15,0,0
rest16966,巴士站酒吧,Bus Stop Bar,,,4.0,Causeway Bay,101.0,港式,0,0,0
rest16967,翠河餐廳,Green River Restaurant,2.5,12.0,68.0,Tsing Yi,51.0,港式,1,1,2
rest16968,豆號,Comma,,,56.0,Tin Hau,51.0,多國菜,0,0,0
rest16969,元気寿司,Genki Sushi,4.0,31.0,354.0,Tseung Kwan O,101.0,日本菜,14,5,1
rest16970,美味千餐廳,,3.5,7.0,45.0,Tuen Mun,50.0,港式,5,0,1
rest16971,橋底串屋,,4.0,49.0,1611.0,Mong Kok,101.0,港式,38,2,1
rest16972,唐記包點,Tong Kee Bao Dim,4.0,15.0,50.0,Wong Tai Sin,50.0,港式,14,0,0
rest16973,串過雞,Skewered chicken,,,8.0,Kwun Tong,51.0,港式,0,0,0
rest16974,活一鮮,Katsuisen,4.0,159.0,7590.0,North Point,101.0,日本菜,123,14,4
rest16975,能記,Nang Kee,,,11.0,Tseung Kwan O,50.0,粵菜,0,0,0
rest16976,新嘉美茶餐廳,SKM Restaurant,3.5,41.0,1001.0,Wan Chai,50.0,港式,18,13,4
rest16977,金鳳茶餐廳,Kam Fung Restaurant,3.0,648.0,11058.0,Wan Chai,50.0,港式,291,170,118
