,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,emoji_positive,emoji_neutral,emoji_negative
rest8065,新滋味,,4.0,15.0,101.0,Sai Wan Ho,50.0,港式,6,3,0
rest8066,BOX HONG KONG,,4.5,7.0,247.0,Tsim Sha Tsui,101.0,西式,6,0,0
rest8067,浸會醫院E座餐廳,Hong Kong Baptist Hospital E Block Restaurant,3.0,8.0,29.0,Kowloon Tong,50.0,港式,3,3,1
rest8068,印度遊樂會,Indian Recreation Club,,,100.0,Causeway Bay,201.0,印度菜,2,0,0
rest8069,星巴克咖啡,Starbucks Coffee,3.5,9.0,306.0,Jordan,50.0,美國菜,5,2,1
rest8070,Pizza-Box (康寧道),,3.0,37.0,204.0,Kwun Tong,51.0,意大利菜,11,6,11
rest8071,池記美食車,Chee Kei Food Truck,4.0,6.0,48.0,Wong Chuk Hang,51.0,港式,3,1,0
rest8072,上品火鍋料理,Top Grade Hot Pot,4.0,161.0,7175.0,Tin Hau,201.0,港式,126,12,12
rest8073,彌敦左岸,Nathan Left,4.0,712.0,24452.0,Tsim Sha Tsui,201.0,西式,632,28,9
rest8074,正宗汕頭鹵水鵝,Shantou Authentic Marinade Goose,,,32.0,Tai Po,51.0,潮州菜,0,0,0
rest8075,浜滝,Hamataki,4.0,454.0,13538.0,Kowloon City,201.0,日本菜,380,25,27
rest8076,蛋撻王 (鴻圖道),King Bakery (鴻圖道),4.0,20.0,253.0,Kwun Tong,50.0,港式,8,3,0
rest8077,韓滋味,Taste of Korea,,,13.0,Mong Kok,50.0,韓國菜,0,0,0
rest8078,包點超人 (亞皆老街),Bao Dim Superman (亞皆老街),3.0,7.0,127.0,Mong Kok,50.0,港式,1,2,0
rest8079,迦好,Canaan Food,,,29.0,Kwun Tong,50.0,港式,0,0,0
rest8080,餃子妹上海雲吞麵,,3.0,101.0,888.0,Mei Foo,50.0,滬菜,40,22,19
rest8081,Cafe魔法學園Maidjikku,,,,221.0,Mong Kok,50.0,日本菜,0,1,0
rest8082,聯記麵家,,3.0,27.0,273.0,Prince Edward,50.0,港式,11,14,0
rest8083,嚐聚,,2.5,12.0,47.0,Shatin,51.0,多國菜,0,6,3
rest8084,鰹烏冬,Katsuo Udon,4.0,62.0,2319.0,Kwun Tong,51.0,日本菜,38,9,0
rest8085,都爹利會館,Duddell’s,3.0,8.0,88.0,Chek Lap Kok,51.0,粵菜,3,0,4
rest8086,發記清水大閘蟹,Fat Kee Seafood,3.5,12.0,278.0,Tsuen Wan,50.0,滬菜,7,1,2
rest8087,潮龍清湯腩,Dragon Ray Beef Noodle Soup,3.5,28.0,218.0,Yuen long,50.0,潮州菜,18,2,3
rest8088,MWLSA,,,,62.0,Lantau,101.0,地中海菜,1,0,0
rest8089,Honky Tonks Tavern,,,,361.0,Central,101.0,美國菜,1,0,0
rest8090,海記魚蛋菜館,,,,53.0,Sai Wan,51.0,粵菜,0,0,0
rest8091,Crostini Bakery & Cafe,,4.0,14.0,276.0,Ma On Shan,50.0,法國菜,8,4,1
rest8092,Potato Corner,,4.0,166.0,3962.0,Tsim Sha Tsui,50.0,西式,82,40,6
rest8093,大家樂,Café de Coral,3.5,12.0,64.0,Tin Shui Wai,50.0,港式,1,7,1
rest8094,翠華餐廳,Tsui Wah Restaurant,3.0,44.0,354.0,To Kwa Wan,51.0,港式,10,15,8
rest8095,Sugarfina,,4.0,14.0,268.0,Central,50.0,西式,6,3,0
rest8096,海天堂,Hoi Tin Tong,3.0,6.0,70.0,Mong Kok,50.0,粵菜,2,3,0
rest8097,新豪苑餐廳,,,,25.0,Sai Wan Ho,50.0,港式,1,1,0
rest8098,東京築地拉麵,Tokyo Tsukiji,3.5,127.0,1387.0,Tuen Mun,51.0,日本菜,59,31,11
rest8099,潮興正宗鹵味,,,,39.0,Chai Wan,50.0,潮州菜,1,0,0
rest8100,坤記粥店,Kwan Kee,3.0,26.0,121.0,Tin Shui Wai,50.0,粵菜,6,7,5
rest8101,同心,Tung Sim cafe,3.5,5.0,316.0,Wan Chai,50.0,港式,1,1,0
rest8102,7-Eleven Daily Cafe,,,,2.0,Tsuen Wan,50.0,港式,1,0,0
rest8103,月下酌,MOON YUE,4.0,41.0,1217.0,Causeway Bay,201.0,粵菜,35,2,2
rest8104,泰屋,Thai House,,,18.0,Tai Wai,51.0,泰國菜,0,0,0
rest8105,鄉村會221私房菜,Country Club 221,4.5,5.0,517.0,Yuen long,201.0,粵菜,3,1,0
rest8106,興華酒藏,Schmidt Vinothek,,,35.0,Quarry Bay,201.0,西式,1,0,0
rest8107,泰屋,Sawadee Thai Restaurant,3.5,153.0,2697.0,Yuen long,101.0,泰國菜,66,30,37
rest8108,Luna Cake,,4.0,8.0,348.0,Causeway Bay,50.0,日本菜,5,1,0
rest8109,濃姐石磨腸粉,,4.0,13.0,1518.0,Jordan,50.0,粵菜,10,0,0
rest8110,譚仔三哥米線,TamJai SamGor,3.5,33.0,741.0,Kowloon Tong,50.0,滇菜,10,8,4
rest8111,舢舨海鮮酒家,Sampan Seafood Restaurant,2.5,99.0,220.0,Lamma Island,201.0,粵菜,9,17,58
rest8112,阿波羅,Appolo,,,6.0,Lam Tin,50.0,港式,1,0,0
rest8113,美其香餅家,,3.5,10.0,721.0,Cheung Sha Wan,50.0,港式,7,2,0
rest8114,珀麗灣藍色會所餐飲部,Park Island Blue Blue Club F&B,,,34.0,Ma Wan,50.0,港式,0,0,0
rest8115,阿來泰式地道風味,Aroy Khao Man Gai,4.0,160.0,2837.0,Cheung Sha Wan,51.0,泰國菜,112,11,6
rest8116,Comma,,3.5,48.0,337.0,Tin Shui Wai,51.0,多國菜,14,13,5
rest8117,茶敘,Tea Time Cafe,3.0,4.0,37.0,Shatin,50.0,港式,2,0,2
rest8118,迷日食堂,maniaj,4.0,68.0,216.0,Kwai Fong,50.0,日本菜,63,2,0
rest8119,巴巴站,BaBa's Station,4.0,173.0,8348.0,Tsuen Wan,51.0,印度菜,127,25,3
rest8120,Hunger Point,,4.5,12.0,88.0,Central,51.0,港式,12,0,0
rest8121,北海道麵飽,,,,9.0,Tuen Mun,50.0,港式,0,0,0
rest8122,泰金文,Thai Common,4.0,11.0,321.0,Shum Shui Po,51.0,泰國菜,6,1,0
rest8123,福滿堂,Fook Moon Tong,,,12.0,Tsuen Wan,50.0,港式,0,0,0
rest8124,美心西餅,Maxim's Cake Shop,3.5,26.0,59.0,Kowloon Tong,50.0,港式,9,10,1
rest8125,豪大大雞排,HOT-STAR Large Fried Chicken,,,15.0,Kwai Chung,50.0,台灣菜,0,0,0
rest8126,Grand Soul Music Restaurant,,,,13.0,Tsim Sha Tsui,101.0,西式,0,0,0
rest8127,如啡,Be Coffee,,,234.0,Causeway Bay,50.0,西式,2,0,0
rest8128,有機健康店,Organic healthy shop,,,4.0,Shek Kip Mei,50.0,港式,0,0,0
rest8129,新照記茶餐小食店,,3.5,160.0,1567.0,Cheung Chau,50.0,港式,90,43,15
rest8130,EMOTION bar+lounge,,,,48.0,Causeway Bay,101.0,西式,0,0,0
rest8131,O'taste,,4.0,17.0,547.0,Sheung Wan,51.0,韓國菜,9,3,0
rest8132,祥興記上海生煎包 (英皇柏麗大道),Cheung Hing Kee Shanghai Pan-fried Buns (英皇柏麗大道),,,64.0,North Point,50.0,滬菜,0,1,1
rest8133,牛助,Gyusuke,4.0,115.0,2359.0,Tseung Kwan O,101.0,日本菜,74,4,8
rest8134,Oh My Box,,4.5,14.0,962.0,Kwun Tong,51.0,多國菜,11,1,0
rest8135,日日香鵝肉飯店 (希慎廣場),Yum Yum Goose & Co. (希慎廣場),4.5,47.0,1272.0,Causeway Bay,51.0,潮州菜,45,1,0
rest8136,熊本牛鍋,,4.0,175.0,2816.0,Tsim Sha Tsui,101.0,日本菜,162,3,2
rest8137,王家沙．花樣年華 (又一城),Bloom by Wang Jia Sha (又一城),4.0,33.0,1562.0,Kowloon Tong,101.0,滬菜,21,1,3
rest8138,Social Kitchen - Jockey Club Student Village II,,,,72.0,Pok Fu Lam,50.0,港式,1,1,0
rest8139,牛舍,Beef House,,,394.0,Kowloon City,201.0,日本菜,1,1,0
rest8140,鉢問,Bo Wen,,,75.0,Tsim Sha Tsui,51.0,川菜,1,0,0
rest8141,彩aya,,4.0,111.0,8202.0,Sai Wan,51.0,日本菜,66,15,8
rest8142,蛇王福,Se Wong Fook,3.5,17.0,288.0,Sai Wan Ho,50.0,粵菜,11,2,1
rest8143,Paper Street,,,,372.0,Sheung Wan,401.0,西式,1,1,0
rest8144,Knockbox Coffee Company,,,,150.0,Sheung Wan,51.0,西式,4,0,0
rest8145,八沢,Hachi Sawa,4.0,34.0,392.0,Shau Kei Wan,51.0,日本菜,25,5,2
rest8146,Sidewalk,,,,59.0,Central,101.0,西式,1,0,0
rest8147,蝦麵店,Prawn Noodle Shop,4.0,277.0,5454.0,Tsuen Wan,51.0,馬來西亞菜,211,36,11
rest8148,八番麵工房,,3.5,15.0,300.0,Shatin,51.0,日本菜,6,4,0
rest8149,譚仔三哥米線,TamJai SamGor,3.5,53.0,872.0,Yuen long,50.0,滇菜,22,13,0
rest8150,臺坊,,4.0,43.0,979.0,Tsim Sha Tsui,51.0,台灣菜,30,8,1
rest8151,意樂餐廳 (香港仔中心),Cafe de Itamomo (香港仔中心),3.0,15.0,552.0,Aberdeen,50.0,港式,3,5,4
rest8152,食之樂,,,,25.0,Tuen Mun,50.0,港式,1,1,0
rest8153,韓正屋韓國料理 (搵食市集),Hon Ching Uk Korean Cuisine (搵食市集),3.5,34.0,515.0,Tai Wai,51.0,韓國菜,17,3,4
rest8154,大城小廚,City Nice Kitchen,4.0,27.0,339.0,Kowloon City,51.0,粵菜,13,5,1
rest8155,必勝客,Pizza Hut,3.5,47.0,188.0,Aberdeen,101.0,意大利菜,17,17,7
rest8156,家賀屋刺身寿司專門店,Harvest House Sushi,3.5,62.0,617.0,Wan Chai,101.0,日本菜,44,12,4
rest8157,魚兵衛,,3.5,10.0,115.0,Kwun Tong,51.0,日本菜,5,1,2
rest8158,山崎麵飽,Yamazaki Bakery,,,24.0,Quarry Bay,50.0,日本菜,0,0,0
rest8159,易記冰室,Easy Cafe,4.0,9.0,209.0,Jordan,50.0,港式,2,1,1
rest8160,江南瀨粉,Jiangnam Noodle,3.5,3.0,95.0,To Kwa Wan,50.0,粵菜,1,0,1
rest8161,彩晶軒,V cuisine,3.5,36.0,315.0,Tuen Mun,201.0,粵菜,10,6,3
rest8162,一粥麵,Super Super Congee & Noodle,3.0,38.0,189.0,Lok Fu,50.0,港式,5,12,5
rest8163,花園廳,"Garden Room, Hong Kong Country Club",4.5,10.0,81.0,Deep Water Bay,101.0,多國菜,8,1,0
rest8164,沖繩味之賞,,4.5,43.0,519.0,Kwai Fong,50.0,日本菜,37,2,0
rest8165,Arabica Cafe & Flowers,,3.0,20.0,238.0,Fan Ling,51.0,西式,3,6,4
rest8166,嘉豐點心專門店,,3.5,16.0,526.0,Kowloon City,50.0,粵菜,5,6,0
rest8167,粵品匯,Yue Cuisine,3.5,7.0,527.0,Jordan,101.0,粵菜,3,3,0
rest8168,花樣年華,Flower Years,4.0,12.0,2694.0,Jordan,51.0,西班牙菜,8,1,0
rest8169,酩鬼居酒屋,,4.0,144.0,3589.0,Yuen long,201.0,日本菜,125,4,4
rest8170,Foodbox,,3.5,11.0,241.0,Ma Wan,50.0,韓國菜,6,2,2
rest8171,君臨宴會廳,King's Fortune Banquet Hall,3.5,34.0,534.0,Lai Chi Kok,101.0,粵菜,14,7,7
rest8172,得利尚點,Great Steam,3.5,20.0,136.0,Tsuen Wan,51.0,粵菜,9,4,3
rest8173,大快活,Fairwood,3.0,9.0,23.0,Tuen Mun,50.0,港式,1,2,0
rest8174,麥當勞,McDonald's,2.5,12.0,28.0,Tuen Mun,50.0,美國菜,2,1,4
rest8175,翰騰閣,House Of Canton,3.0,67.0,2030.0,Taikoo ,101.0,粵菜,21,20,11
rest8176,百寶齋廚,Pak Po Vegetarian Kitchen,3.5,11.0,126.0,Mong Kok,51.0,港式,5,3,0
rest8177,樂翠園海鮮菜館,Lok Chui Yuen,3.5,60.0,1189.0,Kwun Tong,51.0,港式,33,12,7
rest8178,達人廚房,Supra Cuisine,,,81.0,Tsuen Wan,201.0,多國菜,1,0,0
rest8179,發記小食,,3.5,5.0,179.0,To Kwa Wan,50.0,港式,4,0,0
rest8180,Crema,,3.5,282.0,4394.0,Tsim Sha Tsui,51.0,西式,180,62,18
rest8181,金裝燉奶佬餐廳,Daniel's Restaurant,3.0,41.0,134.0,Tuen Mun,51.0,港式,7,9,10
rest8182,Antoshimo Cafe & Bakery,,3.5,79.0,974.0,Kowloon Bay,51.0,日本菜,31,24,7
rest8183,Innofusion Gourmet - Demon's Kitchen,,4.5,7.0,119.0,Causeway Bay,401.0,多國菜,7,0,0
rest8184,居食屋「和民」 (第一城),Watami Japanese Casual Restaurant (第一城),3.5,41.0,1579.0,Shatin,101.0,日本菜,13,7,8
rest8185,銀咖哩 (啟田商場),Gin Curry (啟田商場),3.5,17.0,332.0,Lam Tin,50.0,日本菜,6,6,0
rest8186,鴻福堂,Hung Fook Tong,4.0,12.0,45.0,Yuen long,50.0,粵菜,5,5,0
rest8187,元豐餐廳小廚,,,,15.0,Shum Shui Po,50.0,港式,2,0,0
rest8188,舢板燒,Sampan Teppanyaki,,,46.0,Tuen Mun,51.0,日本菜,0,0,0
rest8189,桃園小品,Momo Kitchen,3.5,43.0,756.0,Sai Wan Ho,51.0,潮州菜,12,7,5
rest8190,星巴克咖啡,Starbucks Coffee,3.0,10.0,17.0,Tsim Sha Tsui,50.0,美國菜,3,3,2
rest8191,山寨風小食亭,Cottage F,,,74.0,Fan Ling,51.0,粵菜,2,0,0
rest8192,HABITŪ table (奧海城),,3.5,100.0,2323.0,Tai Kok Tsui,101.0,意大利菜,32,31,11
rest8193,新樂園魚蛋粉,Sun Lok Yuen,2.5,10.0,169.0,Tseung Kwan O,50.0,港式,1,2,0
rest8194,橋底辣蟹 (雅閣大廈),Under Bridge Spicy Crab (雅閣大廈),3.5,153.0,9153.0,Wan Chai,201.0,粵菜,91,30,15
rest8195,樂怡坊正宗雲南米線,,,,12.0,Shum Shui Po,50.0,滇菜,1,1,0
rest8196,夏娃,Eve Bistro,4.0,129.0,5859.0,North Point,101.0,德國菜,93,5,8
rest8197,牛禪燒肉日本料理,Gyuuzen Japanese Restaurant,4.0,510.0,15115.0,Causeway Bay,201.0,日本菜,463,13,25
rest8198,絕味,Juewei,4.5,8.0,582.0,Mong Kok,50.0,湘菜,5,0,0
rest8199,The Drawing Room,,4.0,54.0,4747.0,Wan Chai,201.0,西式,35,10,2
rest8200,名煌金閣,Grandeur,4.5,77.0,822.0,Cheung Sha Wan,101.0,粵菜,71,2,2
rest8201,金象泰小館,Golden Elephant Thai Eatery,3.5,7.0,60.0,Tsuen Wan,51.0,泰國菜,2,3,0
rest8202,九記士多,Kau Kee Store,,,30.0,Fan Ling,50.0,港式,1,0,0
rest8203,必勝客,Pizza Hut,4.0,14.0,46.0,Ho Man Tin,101.0,意大利菜,8,3,2
rest8204,阿Be茶記,,,,12.0,Sheung Shui,51.0,粵菜,0,1,0
rest8205,天穴,ANA TEN,4.0,145.0,14807.0,Tsim Sha Tsui,401.0,日本菜,75,20,9
rest8206,湯加,Soup Plus,,,33.0,Tai Po,50.0,港式,0,1,0
rest8207,友盈小廚,,3.5,3.0,52.0,Tin Shui Wai,51.0,港式,1,0,0
rest8208,忠心,Merit Heart,,,7.0,Tsim Sha Tsui,51.0,港式,0,0,0
rest8209,紅茶館,Bridal Tea House,4.0,18.0,120.0,Hung Hom,51.0,西式,12,3,2
rest8210,御之都,King's Noodle,4.0,12.0,207.0,Hung Hom,51.0,川菜,5,1,0
rest8211,上咖啡,Captain Coffee,4.0,67.0,2603.0,Shau Kei Wan,50.0,西式,49,12,0
rest8212,八方雲集鍋貼水餃專門店 (白加士街),Bafang Dumpling (白加士街),3.5,22.0,830.0,Jordan,50.0,台灣菜,7,10,1
rest8213,Centre de Vin by Nexus,,4.0,141.0,3231.0,Kwun Tong,201.0,多國菜,103,8,5
rest8214,凱施餅店,Hoixe Cake Shop,3.5,5.0,23.0,Tai Wo,50.0,港式,2,2,0
rest8215,TURKISH-KEBAB KING CURRY RESTAURANT indian,,4.5,4.0,70.0,Tai Hang,51.0,印度菜,4,0,0
rest8216,魚蛋哥,Fishball Gor,4.5,55.0,635.0,Mong Kok,50.0,港式,50,1,0
rest8217,八方雲集鍋貼水餃專門店,Bafang Dumpling,,,40.0,Kwun Tong,50.0,台灣菜,1,1,0
rest8218,上運餃子,,4.0,7.0,291.0,Shum Shui Po,50.0,港式,5,0,1
rest8219,大家樂,Café de Coral,3.0,105.0,443.0,Central,50.0,港式,31,40,19
rest8220,孖寶小廚,Marble Kitchen,3.0,3.0,24.0,Shau Kei Wan,50.0,港式,2,0,0
rest8221,偉達美食有限公司,Wilfred Catering Limited,,,7.0,Non Storefront,101.0,多國菜,0,0,0
rest8222,味源車仔麵,,4.0,10.0,161.0,Wong Tai Sin,50.0,港式,8,1,0
rest8223,噢吧串燒站,,3.5,3.0,100.0,Prince Edward,51.0,港式,2,0,1
rest8224,加東,Katong Corner,3.5,13.0,218.0,Mong Kok,51.0,泰國菜,4,4,1
rest8225,鮨一日本料理,G One Sushi Japanese Restaurant,4.0,697.0,38749.0,Tsim Sha Tsui,201.0,日本菜,550,39,27
rest8226,萬華冰室,,,,45.0,Kwai Chung,51.0,港式,1,0,0
rest8227,華御結,Hana-Musubi,,,26.0,Chai Wan,50.0,日本菜,1,1,0
rest8228,玉葉甜品,Leaf Dessert,3.5,390.0,5602.0,Central,50.0,港式,218,70,42
rest8229,Deli-O Cafe,,3.0,3.0,67.0,Kwai Chung,50.0,日本菜,1,1,1
rest8230,君頤上海小廚,Grand Cuisine Shanghai Kitchen,3.5,156.0,1762.0,Taikoo ,101.0,滬菜,71,22,26
rest8231,古琴雅苑 (QRE Plaza),Zither Garden (QRE Plaza),4.0,254.0,16873.0,Wan Chai,101.0,京菜,170,26,16
rest8232,越棧越式湯粉專門店,Viet's Choice,3.0,35.0,60.0,Tuen Mun,51.0,越南菜,17,9,8
rest8233,幸運星麵包舖,Lucky Star Bread Shop,3.0,5.0,20.0,To Kwa Wan,50.0,港式,1,1,2
rest8234,淇琳美食餐廳,,,,47.0,Tsz Wan Shan,50.0,港式,1,0,0
rest8235,一粥麵,Super Super Congee & Noodle,3.0,24.0,330.0,Wan Chai,50.0,港式,4,9,5
rest8236,唐包點,Tong Bao Dim,4.0,29.0,64.0,Wong Tai Sin,50.0,港式,25,0,1
rest8237,Comebuytea (淘大商場),,4.0,34.0,499.0,Kowloon Bay,50.0,台灣菜,16,5,1
rest8238,燊光Cafe,Sun Light Cafe,4.0,12.0,166.0,Tuen Mun,50.0,港式,9,0,0
rest8239,西貢松記車仔麵,Sai Kung Chung Kee Che Chai Noodle,3.0,256.0,1888.0,Sai Kung,50.0,港式,86,71,58
rest8240,友點串,Friends Skewered Dish,,,14.0,Yuen long,51.0,港式,0,0,0
rest8241,彩薈軒,Joyous Gate,4.0,36.0,1236.0,Tsuen Wan,101.0,粵菜,20,6,1
rest8242,瑞英食坊,,,,12.0,Tai Wo,50.0,港式,1,0,0
rest8243,八方雲集鍋貼水餃專門店,Bafang Dumpling,3.5,9.0,60.0,Tseung Kwan O,50.0,台灣菜,4,2,0
rest8244,美心西餅,Maxim's Cake Shop,3.0,18.0,40.0,Tai Po,50.0,港式,8,6,1
rest8245,大明星小菜館,Super Star Restaurant,,,19.0,Tai Wai,51.0,粵菜,1,0,0
rest8246,阿里郎熱狗棒,Arirang Hot Dog,,,25.0,Tin Hau,50.0,韓國菜,0,0,0
rest8247,火玲瓏,,4.0,22.0,1331.0,Prince Edward,101.0,川菜,14,1,3
rest8248,賓墟餐廳,Bun Hui Restaurant,3.5,26.0,254.0,Shum Shui Po,51.0,港式,12,5,2
rest8249,譚仔三哥米線,TamJai SamGor,3.5,20.0,228.0,Heng Fa Chuen,50.0,滇菜,6,7,0
rest8250,鮮芋仙,Meet Fresh,4.0,43.0,891.0,Tuen Mun,50.0,台灣菜,21,8,0
rest8251,金門建築有限公司員工餐廳,Gammon Skanska Ltd Staff Canteen,,,8.0,Tseung Kwan O,50.0,港式,0,0,0
rest8252,聯合興食館,Luen Hop Hing,3.5,45.0,1484.0,Lok Fu,51.0,潮州菜,22,10,2
rest8253,新興美食,Sun Hing Fast Food,3.0,35.0,271.0,Central,50.0,多國菜,9,11,8
rest8254,Music & Wine Japanese Restaurant,,,,38.0,Causeway Bay,201.0,日本菜,1,0,0
rest8255,英王麵包店,A-1 Bakery,,,11.0,Shatin,50.0,西式,0,0,0
rest8256,新興食家,Sun Hing Restaurant,3.5,116.0,14303.0,Sai Wan,50.0,粵菜,73,23,5
rest8257,Tea WG Salon & Boutique,,4.0,4.0,277.0,Tsim Sha Tsui,201.0,西式,4,0,0
rest8258,EasyChef Cooking Studio,,,,87.0,Central,51.0,西式,2,0,0
rest8259,吉野家,Yoshinoya,3.5,33.0,220.0,Tai Wai,50.0,日本菜,18,12,2
rest8260,皇庭匯,Imperial Restaurant,4.0,66.0,617.0,Tai Kok Tsui,101.0,粵菜,27,4,6
rest8261,富小路やま岸,Tominokoji Yamagishi,4.5,28.0,6201.0,Tsim Sha Tsui,801.0,日本菜,21,4,1
rest8262,香港中文大學伍宜孫書院學生飯堂,Student Canteen of Wu Yee Sun College,3.5,9.0,82.0,Shatin,50.0,港式,3,2,0
rest8263,Westwood Carvery,,4.0,247.0,18908.0,Central,201.0,美國菜,213,17,1
rest8264,田灣冰室小廚,,,,21.0,Aberdeen,51.0,粵菜,0,0,0
rest8265,糖蓮子,Sweet Tooth,3.5,67.0,1834.0,Hung Hom,50.0,港式,43,16,3
rest8266,秋香,To Autumn,4.0,127.0,7146.0,Tuen Mun,101.0,多國菜,93,10,4
rest8267,Club Primo,,,,212.0,Central,101.0,西式,0,0,0
rest8268,泰式食泰國菜館,Thai Cuisine,3.5,12.0,175.0,Kowloon City,51.0,泰國菜,6,1,0
rest8269,正斗潮州滷水鵝專賣店,,4.0,19.0,995.0,Sai Wan,50.0,潮州菜,11,2,1
rest8270,易食便當,EC Bento,,,1.0,Kwun Tong,51.0,多國菜,0,0,0
rest8271,Mommy's Kitchen,,4.5,15.0,126.0,Mong Kok,50.0,港式,15,0,0
rest8272,Greyhound Café (國際金融中心),,3.5,423.0,12002.0,Central,101.0,泰國菜,225,66,49
rest8273,精華製麵廠,Jing Wah Noodle,,,34.0,Fan Ling,50.0,港式,1,0,0
rest8274,Deli-O,,3.5,83.0,857.0,Sheung Wan,50.0,港式,39,32,3
rest8275,悅和醬園,Yuet Wo Sauce And Preserved Fruits Limited,,,489.0,Tsuen Wan,50.0,港式,1,0,0
rest8276,好味道,,3.0,3.0,33.0,Tsz Wan Shan,50.0,港式,1,0,1
rest8277,鈴小町,SUZUKOMACHI,4.5,10.0,151.0,Cheung Chau,101.0,日本菜,10,0,0
rest8278,金星麵包店,,3.5,17.0,51.0,Wong Tai Sin,50.0,港式,11,1,2
rest8279,大叻越南牛肉粉餐廳,Dalat Vietnamese Restaurant,3.5,40.0,202.0,Wan Chai,50.0,越南菜,20,7,9
rest8280,THE STEAK ROOM,THE STEAK ROOM,3.5,7.0,2381.0,Tsim Sha Tsui,401.0,西式,4,2,0
rest8281,春水堂 (MOSTown新港城中心),,2.5,9.0,617.0,Ma On Shan,51.0,台灣菜,2,1,3
rest8282,美心西餅,Maxim's Cake Shop,,,31.0,Wong Tai Sin,50.0,港式,1,1,0
rest8283,為食公司,Foodie,3.5,13.0,318.0,Shum Shui Po,51.0,港式,4,2,2
rest8284,HeSheEat (銅鑼灣地帶),,4.0,1189.0,19492.0,Causeway Bay,51.0,西式,921,135,45
rest8285,嚟食,LA EAT,4.0,19.0,219.0,Cheung Chau,51.0,印尼菜,16,2,0
rest8286,聘珍樓,Heichinrou,3.0,66.0,1691.0,Diamond Hill,101.0,粵菜,25,21,12
rest8287,養和堂 (馬頭角道),Yeung Woo Tong (馬頭角道),,,24.0,To Kwa Wan,50.0,粵菜,0,0,0
rest8288,太平洋咖啡,Pacific Coffee,,,65.0,Causeway Bay,50.0,美國菜,0,2,0
rest8289,Chip In Fish & Chips,,3.5,101.0,3511.0,Sai Kung,51.0,英國菜,60,21,5
rest8290,薩莉亞意式餐廳,Saizeriya Italian Restaurant,,,229.0,Sai Wan,51.0,意大利菜,2,0,0
rest8291,鴻圖樓茶餐廳,Hung To Café,2.5,44.0,290.0,Kwun Tong,50.0,粵菜,7,11,14
rest8292,富記粉麵,,,,16.0,Yuen long,50.0,港式,1,0,0
rest8293,華御結,Hana-Musubi,4.0,8.0,101.0,Tseung Kwan O,50.0,日本菜,3,0,1
rest8294,茶湯會 (皇后大道中),TP Tea (皇后大道中),3.5,54.0,1495.0,Central,50.0,台灣菜,25,9,5
rest8295,順香園餅家,,4.0,14.0,1608.0,Fo Tan,50.0,港式,8,3,0
rest8296,JOMO Coffee & Cakes,,4.0,100.0,12125.0,Sai Wan,51.0,西式,70,14,2
rest8297,漢發麵家,,3.5,224.0,17100.0,Shum Shui Po,50.0,港式,136,41,7
rest8298,Foodies Catering 到會服務,,,,22.0,Ngau Tau Kok,50.0,多國菜,0,0,0
rest8299,HYC Bar & Lounge,,4.5,15.0,2091.0,Tsim Sha Tsui,101.0,西式,15,0,0
rest8300,CEO Neway,,,,102.0,Tsim Sha Tsui,101.0,港式,1,0,0
rest8301,牛角日本燒肉專門店 (奧海城),Gyu-Kaku (奧海城),4.0,92.0,4175.0,Tai Kok Tsui,201.0,日本菜,45,19,4
rest8302,金德食堂,Kam Tak Restaurant,3.5,12.0,34.0,Kwai Chung,51.0,港式,2,8,1
rest8303,發記廚房,Fat Kee Kitchen,2.5,15.0,79.0,Kwai Chung,50.0,港式,2,5,2
rest8304,新康泰美食,,,,9.0,Ma On Shan,50.0,港式,0,0,0
rest8305,竹園重慶雞煲,,4.0,41.0,2551.0,North Point,101.0,川菜,30,3,2
rest8306,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,3.5,10.0,139.0,Tseung Kwan O,50.0,美國菜,2,5,0
rest8307,上海美食,,4.5,4.0,291.0,Yuen long,50.0,滬菜,2,0,0
rest8308,包點先生,Bao Dim Sin Seng,,,15.0,Fan Ling,50.0,港式,0,0,0
rest8309,陽光麵包西餅,Sunny Boulangerie et Patisserie,,,12.0,Jordan,50.0,港式,0,0,1
rest8310,The Stoep at High Tide Restaurant,,4.0,8.0,417.0,Lantau,101.0,多國菜,6,1,0
rest8311,捌拾陸上海冰室,,3.5,3.0,106.0,Sham Tseng,51.0,滬菜,2,0,0
rest8312,凱施餅店,Hoixe Cake Shop,,,16.0,Diamond Hill,50.0,港式,2,0,0
rest8313,Hero's Friday,,4.0,32.0,3867.0,Lai Chi Kok,50.0,美國菜,16,6,1
rest8314,七喜粥麵小廚,,3.5,96.0,1489.0,Prince Edward,50.0,港式,51,22,10
rest8315,iBakery Café,,3.5,6.0,178.0,Wan Chai,51.0,多國菜,3,1,0
rest8316,檳城小屋,Little Penang House,,,10.0,North Point,50.0,新加坡菜,3,0,2
rest8317,南亭,Nan Tei,4.0,14.0,1061.0,Happy Valley,201.0,日本菜,5,2,1
rest8318,津門大飯店,Tianjin Style Restaurant,3.5,62.0,2363.0,Sai Wan,51.0,京菜,22,6,10
rest8319,水門泰式海南雞飯專門店,,4.0,73.0,3073.0,Shum Shui Po,50.0,泰國菜,48,2,3
rest8320,但馬屋,Tajimaya,4.0,120.0,1613.0,Tuen Mun,101.0,日本菜,94,9,5
rest8321,What's Cafe,,3.0,14.0,140.0,Cheung Sha Wan,51.0,西式,4,3,4
