,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,add_en,emoji_positive,emoji_neutral,emoji_negative
rest17808,Espana Espana,,,,119.0,Sheung Wan,201.0,西班牙菜,"G/F, 16-16A Tai Ping Shan Street, Sheung Wan",1,0,0
rest17809,光榮冰室,,4.0,102.0,3496.0,Tsuen Wan,50.0,港式,"G/F, 18 Shiu Wo Street, Tsuen Wan",69,6,0
rest17810,愛家，愛便當,Love Bento,4.5,17.0,509.0,Kwun Tong,51.0,日本菜,"Shop G18, G/F, E-Plaza, 7 Shing Yip Street, Kwun Tong",13,1,0
rest17811,Pacific Room,,4.0,5.0,114.0,Tsim Sha Tsui,101.0,粵菜,"Pacific Room I, 9/F, The Royal Pacific Hotel And Towers, 33 Canton Road, Tsim Sha Tsui",5,0,0
rest17812,麵屋 元祖達摩,Daruma Ganso Ramen,4.0,199.0,4596.0,Tai Po,51.0,日本菜,"Shop 12, G/F, Tai Wo Centre, 15 Tai Po Tai Wo Road, Tai Po",153,15,9
rest17813,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,3.5,24.0,211.0,Jordan,50.0,美國菜,"Shop 101 & 106-108, 1/F, Chuang's London Plaza, 219 Nathan Road, Jordan",8,11,2
rest17814,小島料理,KOJIMA,,,180.0,Tai Kok Tsui,51.0,日本菜,"G/F, 58 Beech Street, Tai Kok Tsui",1,1,0
rest17815,焱川,Hikawa,3.5,25.0,1252.0,Wan Chai,101.0,日本菜,"1/F, 11 Spring Garden Lane, Wan Chai",10,7,3
rest17816,港澳義順牛奶公司,Yee Shun Dairy Company,3.0,245.0,8503.0,Causeway Bay,50.0,港式,"G/F, 506 Lockhart Road, Causeway Bay",93,55,39
rest17817,利苑酒家,Lei Garden,3.5,30.0,1045.0,Yuen long,201.0,粵菜,"Shop 1130-1143, 1/F, YOHO MALL I, 9 Yuen Lung Street, Yuen Long",10,6,4
rest17818,英記茶莊,Ying Kee Tea House,,,17.0,Tsuen Wan,101.0,多國菜,"Shop S28-29, 2/F, Luk Yeung Galleria, 22-66 Wai Tsuen Road, Tsuen Wan",0,0,0
rest17819,Thai Kitchen,,4.5,6.0,1297.0,Quarry Bay,51.0,泰國菜,"Shop 5D1B G/F, Dragon View House, 16 Hoi Tai Street, Quarry Bay",3,0,0
rest17820,Try my Bread,,,,82.0,Tsuen Wan,51.0,台灣菜,"Shifen Sky Lantern Night, 1/F, Discovery Park, 398 Castle Peak Road - Tsuen Wan, Tsuen Wan",0,0,0
rest17821,榮華餅家,Wing Wah,,,10.0,Chek Lap Kok,50.0,港式,"(Non-Restricted Area) Shop 7T038 , Departures Check-in Hall, 7/F, Terminal 1, Hong Kong International Airport, Chek Lap Kok",0,0,0
rest17822,Green Common (歷山大廈),,3.5,50.0,3511.0,Central,101.0,多國菜,"Shop B2, Basement 1, Alexandra House, 16-20 Chater Road, Central",29,10,1
rest17823,齒留香長洲糯米糍,,,,9.0,Non Storefront,50.0,港式, ,0,0,0
rest17824,合利潮洲粉麵,Hop Lee Noodle,3.5,69.0,1481.0,San Po Kong,50.0,潮州菜,"G/F, 19A Yin Hing St, S, San Po Kong",38,15,6
rest17825,牡丹金閣,Peony Golden Court,3.5,7.0,109.0,Yuen long,51.0,粵菜,"1/F, Transport Plaza, 2-6 Fung Cheung Road, Yuen Long",3,0,1
rest17826,滋味館,,,,16.0,Tuen Mun,51.0,港式,"Shop S68, 1/F, Go Go Mall, Eldo Court Shopping Arcade, 112-140 Tuen Mun Heung Sze Wui Road, Tuen Mun",0,0,0
rest17827,太興,Tai Hing,3.0,32.0,268.0,Sheung Shui,51.0,港式,"Shop 501, 5/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",10,8,10
rest17828,星巴克咖啡,Starbucks Coffee,3.5,13.0,161.0,Tai Po,50.0,美國菜,"Shop 598-599, G/F, Tai Po Mega Mall Zone C, 9 On Pong Road, Tai Po",5,6,2
rest17829,新輝茶座,San Fai Restaurant,3.0,7.0,303.0,Yuen long,50.0,港式,"Shop D, Shun Ho Building, 36 Hop Choi Street, Yuen Long",3,3,0
rest17830,越大哥越式小廚,Phong Cách Việt Vietnamese House,4.0,27.0,746.0,Ap Lei Chau,51.0,越南菜,"G/F, 46 Ap Lei Chau Main Street, Ap Lei Chau",15,3,2
rest17831,進寶食品,,4.5,4.0,140.0,Ngau Tau Kok,51.0,港式,"Shop 125, 1/F, On Kay Court Shopping Centre, 20 Chun Wah Road, Ngau Tau Kok",2,0,0
rest17832,金多寶燒味小廚,,4.0,9.0,63.0,Shum Shui Po,51.0,粵菜,"Shop B, G/F, Yan Fat Building, 39-41 Shek Kip Mei Street, Sham Shui Po",5,1,0
rest17833,bong樓,Bong Ru,4.5,24.0,2103.0,Tsim Sha Tsui,101.0,韓國菜,"1/F, Winfield Commercial Building, 6-8 Prat Avenue, Tsim Sha Tsui",18,2,0
rest17834,源味創作,,,,25.0,Kwun Tong,51.0,東北菜,"Flat 513, 5/F, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong",1,0,0
rest17835,源記海鮮飯店,,2.5,12.0,252.0,Jordan,51.0,港式, ,2,7,2
rest17836,新樂園魚蛋粉,,3.0,31.0,204.0,Quarry Bay,50.0,港式, ,10,10,5
rest17837,Zoe,,3.5,46.0,1674.0,Wan Chai,51.0,西式,"G/F, J Senses, 60 Johnston Road, Wan Chai",28,13,2
rest17838,泰之味,Thai Good Taste,3.5,87.0,2225.0,Sheung Wan,51.0,泰國菜,"Shop CF23, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",53,22,6
rest17839,王孖記果子,W Boys Fruit Store,4.0,54.0,4522.0,Lai Chi Kok,50.0,港式,"Shop A, G/F, 475A Castle Peak Road, Lai Chi Kok",32,10,3
rest17840,柏妮絲咖啡店,SB Square Coffee Shop,3.5,27.0,1628.0,Yuen long,51.0,西式,"G/F, Yick Fai Building, 20 Sai Ching Street, Yuen Long",19,2,2
rest17841,屏山樂園,,3.0,3.0,193.0,Yuen long,50.0,港式,"G/F, 13 Tong Fong Chuen, Ping Shan, Yuen Long",1,0,0
rest17842,Tung Chung Pizza,,4.0,12.0,441.0,Tung Chung,51.0,意大利菜,"G/F, 9B Sheung Ling Pei, Tung Chung Road, Tung Chung",8,1,1
rest17843,鮨千寿 (PopCorn),Sushi Senju (PopCorn),3.5,51.0,2608.0,Tseung Kwan O,201.0,日本菜,"Shop F16, 1/F, Popcorn, 9 Tong Tak Street, Tseung Kwan O",17,11,9
rest17844,包點先生,Bao Dim Sin Seng,4.0,5.0,39.0,Tin Shui Wai,50.0,港式,"Shop L059-60, G/F, Tin Yiu Plaza, 2 Tin Wu Road, Tin Shui Wai",2,1,0
rest17845,宗家源吉兆庵,Minamoto Kitchoan,3.5,13.0,104.0,Causeway Bay,51.0,日本菜,"Shop B2, East Point Centre, 555 Hennessy Road,, Causeway Bay",12,0,1
rest17846,阿發小食,Alfred,3.5,11.0,82.0,Causeway Bay,50.0,港式,"Shop 6, G/F, Bay View Mansion, 11-33 Moreton Terrace, Causeway Bay",3,2,1
rest17847,鴻福堂,Hung Fook Tong,,,44.0,Tai Kok Tsui,50.0,粵菜,"Shop UG101, UG/F, Olympian City 3, 1 Hoi Wang Road, Tai Kok Tsui",1,0,0
rest17848,8番拉麵,Hachiban Ramen,3.0,53.0,511.0,Shatin,51.0,日本菜,"3/F, New Town Plaza Phase 3, 18 Sha Tin Centre Street, Sha Tin",19,22,10
rest17849,Kisses Cupcakes,,3.5,5.0,22.0,Tsim Sha Tsui,50.0,西式,"Shop L299,  2/F, The Eslite Spectrum, Star House, 3 Salisbury Road, Tsim Sha Tsui",3,1,1
rest17850,星巴克咖啡,Starbucks Coffee,,,23.0,Kwun Tong,50.0,多國菜,"Shop 1, G/F, International Trade Tower, 348 Kwun Tong Road, Kwun Tong",0,0,0
rest17851,鴻威行,Hung Wai Hong,,,41.0,Shum Shui Po,101.0,港式,"G/F, 233 Yee Kuk Street, Sham Shui Po",0,0,0
rest17852,BRUT,,4.5,17.0,3082.0,Sai Wan,201.0,多國菜,"Shop C, G/F, 1 Second Street, Sai Ying Pun, Western District",14,2,0
rest17853,麵留香茶餐廳,Noodle Eleven Restaurant,3.0,18.0,335.0,Prince Edward,50.0,港式,"G/F, 219 Garden Street, Prince Edward",2,10,2
rest17854,如意素食 (點心外賣部),,3.0,14.0,204.0,Kwai Fong,50.0,港式,"Shop 814, G/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong",5,6,0
rest17855,東涌羅漢寺,,3.5,19.0,428.0,Tung Chung,51.0,粵菜, ,14,3,1
rest17856,巨一麵堂,Kyoichi Ramen,3.0,98.0,2019.0,Jordan,51.0,日本菜,"28 Cheong Lok Street, Jordan",39,28,20
rest17857,大快活,Fairwood,,,22.0,Mong Kok,50.0,港式,"G/F & B/F, Belgian Bank Building, 721-725 Nathan Road, Mong Kok",0,0,0
rest17858,周記油渣麵,Chow Kee Noodles,3.0,181.0,1591.0,Shum Shui Po,50.0,粵菜,"G/F., 117 Fuk Wing Street, Sham Shui Po",54,55,45
rest17859,書湘門第,Cafe Hunan,3.5,22.0,3375.0,Wan Chai,101.0,湘菜,"1/F, Wayson Commercial House, 68-70 Lockhart Road, Wan Chai",8,3,4
rest17860,羽銀亭,,3.5,28.0,848.0,North Point,101.0,日本菜,"G/F, Maylun Apartment, 9 Shu Kuk Street, North Point",16,5,1
rest17861,愛民海鮮酒家,,3.0,10.0,129.0,Lau Fau Shan,101.0,粵菜, ,6,2,2
rest17862,榕哥燒鵝餐室,Yung's Roast Goose Restaurant,3.0,17.0,1715.0,Jordan,51.0,粵菜,"G/F, Vico Mansion, 3-5 Nanking Street, Jordan",6,3,3
rest17863,愛群快餐店,,3.5,19.0,314.0,Kwun Tong,50.0,港式,"3/F, Lee Yat House, Shun Lee Estate, Kwun Tong",5,9,0
rest17864,屈臣氏酒窖,Watson's Wine,,,6.0,Central,101.0,西式,"Food Le Parc,B2/F, Cheung Kong Centre, 2 Queen's Road Central, Central",2,0,0
rest17865,六小館,SIXA,4.5,148.0,1414.0,Tung Chung,101.0,粵菜,"Shop 601, 6/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung",132,7,3
rest17866,Happy Alley Coffee Bar,,4.0,8.0,724.0,Happy Valley,50.0,西式,"Shop 6, G/F, 38-42 Yik Yam Street, Happy Valley",5,3,0
rest17867,Pepper Lunch,,,,70.0,Tung Chung,51.0,日本菜,"Shop 1, Food Opera, Shop 704, 7/F, Phase 2, Citygate Outlets, 20 Tat Tung Road, Tung Chung",0,1,0
rest17868,喜信美食屋,Joy House,5.0,4.0,58.0,Tseung Kwan O,50.0,西式,"Shop S11, 1/F, Well On Shopping Arcade, 9 Yuk Nga Lane, Tseung Kwan O",3,0,0
rest17869,林記牛雜,,4.0,7.0,128.0,Chai Wan,50.0,港式,"Shop 17, Cooked Food Centre, 1/F, Yue Wan Market, 33 Yee Fung Street, Chai Wan",5,2,0
rest17870,MX (大圍新翠邨街市),,4.0,8.0,141.0,Tai Wai,50.0,港式,"Shop L003, G/F, Sun Chui Market, 2 Chui Tin Street, Tai Wai",4,0,0
rest17871,開心飯堂,Happy Canteen,3.0,3.0,29.0,Shatin,50.0,港式,"G/F, Chun Hang Court, Block 3, The Hong Kong Jockey Club Shatin Staff Quarters, 6001 Tai Po Road (Sha Tin), Sha Tin",0,3,0
rest17872,星航圖咖啡廳,Chart Room Cafe,4.0,23.0,596.0,Lantau,51.0,多國菜,"2/F, Disney Explorers Lodge, Hong Kong Disneyland, Lantau Island",17,1,0
rest17873,宜家家居餐廳及咖啡室,IKEA Restaurant & Cafe,3.5,163.0,888.0,Tsuen Wan,51.0,西式,"7/F, 8½, 388 Castle Peak Road, Tsuen Wan",73,41,6
rest17874,Tasty Bites (紅磡花園),Tasty Bites (紅磡花園),,,33.0,Hung Hom,50.0,地中海菜,"Shop D, G/F, Block 2, Hung Hom Garden, 3 Tsing Chau Street, Hung Hom",1,0,0
rest17875,Romanne Leisure Food Concept,,4.5,22.0,313.0,Tai Kok Tsui,101.0,多國菜,"G/F, 36-38 Li Tak Street, Tai Kok Tsui",15,3,0
rest17876,匡智小館,hc:Bistro,4.0,19.0,1297.0,Central,101.0,西式,"Shop 14-G01, G/F, D Hall, Tai Kwun, 10 Hollywood Road, Central",11,4,0
rest17877,太平館餐廳,Tai Ping Koon Restaurant,3.5,200.0,4358.0,Jordan,201.0,西式,"G/F, 19-21 Mau Lam Street, Jordan",93,69,25
rest17878,Tea WG Salon & Boutique,,,,66.0,Shatin,201.0,西式,"Shop 204A, 2/F, New Town Plaza, 18-19 Sha Tin Centre Street, Sha Tin",1,1,0
rest17879,厚興瑜記手撕雞,,4.5,8.0,334.0,Wan Chai,51.0,粵菜,"Shop B2, G/F, 313 Lockhart Road, Wan Chai",5,0,0
rest17880,Dolce 88,,4.0,63.0,2100.0,Admiralty,51.0,西式,"Lobby, JW Marriott Hotel Hong Kong, Pacific Place, 88 Queensway, Admiralty",48,12,0
rest17881,肇興雲吞麵,,3.5,9.0,62.0,Shum Shui Po,50.0,港式,"364 Lai Chi Kok Rd, Sham Shui Po, Kln, Sham Shui Po",3,6,0
rest17882,雪糕屋,Simply Ice Cream,,,12.0,Cheung Chau,50.0,西式,"G/F, 39 San Hing Street, Cheung Chau",0,0,0
rest17883,皇玥,Imperial Patisserie,4.5,8.0,32.0,Tuen Mun,51.0,港式,"Shop 9, 1/F, Tuen Mun Town Plaza, 3 Tuen Lung Street, Tuen Mun",8,0,0
rest17884,心思思美食店,,3.5,13.0,201.0,Tuen Mun,50.0,港式,"Shop 63, 1/F, Waldorf Shopping Arcade, 1 Tuen Lee Street, Tuen Mun",8,1,2
rest17885,嘉餸,Family Kitchen,3.0,7.0,24.0,Shatin,50.0,港式,"Shop S-LH84, M. C. BOX, G/F, Lung Hang Commercial Centre, 1 Tin Sam Street, Sha Tin",2,0,2
rest17886,JK Brother's,,4.0,172.0,3799.0,Kwun Tong,51.0,韓國菜,"Unit 507, 5/F, Hewlett Centre, 54 Hoi Yuen Road, Kwun Tong",130,15,8
rest17887,悅鮨,Etsu Sushi,4.0,96.0,3913.0,Tin Hau,201.0,日本菜,"23 Tsing Fung Street, Tin Hau, Tin Hau",64,7,12
rest17888,名食堂,,,,46.0,Kowloon Bay,50.0,港式,"Shop 2, G/F, Kam Hon Industrial Building, 8 Wang Kwun Road, Kowloon Bay",2,0,0
rest17889,Amici,,4.0,247.0,15758.0,Central,401.0,意大利菜,"8/F , Stanley 11, 11 Stanley Street, Central",219,11,5
rest17890,add@Prince,,4.0,195.0,20872.0,Tsim Sha Tsui,201.0,西式,"3/F, Prince Hotel, Harbour City, 23 Canton Road, Tsim Sha Tsui",103,36,15
rest17891,Funky Monkey,,4.0,69.0,1603.0,Jordan,101.0,尼泊爾菜,"G/F, 17 Wai Ching Street, Jordan",64,2,1
rest17892,利園鮮之味,,,,3.0,Tsuen Wan,50.0,港式,"G/F, 72 Ho Pui Street, Tsuen Wan",0,0,0
rest17893,響の板塲,,,,30.0,Tseung Kwan O,50.0,日本菜,"Shop PL 12, G/F, Po Lam Market, 18 Po Lam Road North, Tseung Kwan O",1,0,0
rest17894,鴻福堂,Hung Fook Tong,3.5,4.0,19.0,Heng Fa Chuen,50.0,粵菜, ,2,2,0
rest17895,張記小廚,,4.0,9.0,251.0,Ap Lei Chau,50.0,港式,"Shop A-C, Shun King Court, 33 Ap Lei Chau Main Street, Ap Lei Chau",7,0,0
rest17896,初心,,,,171.0,Tsim Sha Tsui,801.0,日本菜,"Shop A, 2/F, The Nate, 176 Nathan Road, Tsim Sha Tsui",1,0,0
rest17897,佳旺車仔麵,,,,19.0,Tai Kok Tsui,50.0,港式,"Shop 1A, G/F, Greenfield Garden, 2-20 Plam Street, Tai Kok Tsui",0,1,0
rest17898,蠔燒,,3.0,19.0,328.0,Tai Wai,201.0,港式,"Shop A, G/F, 31-51 Chik Shun Street, Tai Wai",7,1,5
rest17899,新惠和,,3.5,88.0,1246.0,Sai Kung,50.0,港式,"G/F, 3 Hoi Pong Street, Sai Kung",50,27,3
rest17900,永發麵家,,2.5,8.0,32.0,Fan Ling,50.0,港式,"Shop 130, G/F, Flora Plaza, 88 Pak Wo Road, Fanling",0,0,3
rest17901,丸十あぶり牧場,Maruju Aburi Farm,4.0,353.0,8433.0,Mong Kok,101.0,日本菜,"Shop 342D,  3/F, MOKO, 193 Prince Edward Road West, Mong Kok",289,23,13
rest17902,唐記包點,Tong Kee Bao Dim,3.5,8.0,51.0,Tung Chung,50.0,港式,"Shop 17, G/F, Ying Tung Shopping Centre, 1 Ying Tung Road, Tung Chung",5,0,0
rest17903,得苑(通達)粥品店,,,,23.0,Yuen long,50.0,港式,"G/F, Aster Court, 8 Hung Tai Road, Hung Shui Kiu, Yuen Long",0,1,1
rest17904,大快活,Fairwood,,,7.0,Tsim Sha Tsui,50.0,港式,"Shop 105-109&110-113, 1/F, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui",0,0,0
rest17905,丼吉日式吉列豬排專門店 (The ONE),Tonkichi Tonkatsu Seafood (The ONE),4.0,210.0,9811.0,Tsim Sha Tsui,201.0,日本菜,"Shop L401, 4/F, The ONE, 100 Nathan Road, Tsim Sha Tsui, Tsim Sha Tsui",159,22,7
rest17906,滿屋日本料理,Manya Japanese Restaurant,4.0,829.0,30004.0,Causeway Bay,201.0,日本菜,"8/F, Causeway Bay Plaza 2, 463-483 Lockhart Road, Causeway Bay",670,53,48
rest17907,蓋世堡,Cosmo Pub,4.0,9.0,117.0,Mong Kok,101.0,泰國菜,"G/F, 3B Peace Avenue, Mong Kok",7,0,0
rest17908,百份百大師‧即造烘焙,Smile Bread,2.5,4.0,45.0,Lam Tin,50.0,港式,"Shop 203-208, Ping Tin Shopping Centre, 23 On Tin Street, Lam Tin",0,1,0
rest17909,正宗雲貴川,Zheng Zong Yun Gui Chuan,3.0,42.0,1277.0,Sheung Wan,50.0,川菜,"123 Jervois Street, Sheung Wan",12,15,11
rest17910,樂意茶餐廳,Luck-in Restaurant,,,66.0,Ma Wan,50.0,港式,"G/F, 250 Ma Wan Main Street Village Central, 504-505 Tin Liu New Village, Ma Wan",2,0,0
rest17911,順興小食,,3.0,4.0,7.0,Fan Ling,50.0,港式,"G/F, Wing Fook Centre, Fanling",1,2,1
rest17912,雲南小鍋米線 (華都商場),,3.5,24.0,624.0,Tuen Mun,50.0,滇菜,"Shop 38, 1/F, Waldof Shopping Arcade, 1 Tuen Lee Street, Tuen Mun",14,5,3
rest17913,養和堂涼茶館,,,,29.0,Tin Shui Wai,50.0,粵菜,"Shop A191-A192, G/F, Kingswood Richly Plaza, 1 Tin Wu Road, Tin Shui Wai",0,0,0
rest17914,薩莉亞意式餐廳 (Smithfield Walk),Saizeriya Italian Restaurant (Smithfield Walk),,,624.0,Sai Wan,51.0,意大利菜,"Shop 14, LG/F, Smithfield Walk, 45-51 Smithfield, Kennedy Town, Western District",0,0,0
rest17915,泰昌茶餐廳,Tai Cheung Restaurant,3.5,4.0,44.0,Tsz Wan Shan,50.0,港式,"G/F, 22G Yuk Wah Crescent,, Tsz Wan Shan",2,0,0
rest17916,川味美食,,3.5,61.0,1091.0,Jordan,50.0,川菜,"G/F, 56 Parkes Street, Jordan",23,12,5
rest17917,Bilibala Yakitori Bar,,4.0,227.0,6752.0,Causeway Bay,201.0,日本菜,"G/F, Lei Wen Court, 23 Haven Street, Causeway Bay",211,7,2
rest17918,小黑糖 (宏生大廈）,Baroness (宏生大廈）,4.5,305.0,3534.0,Tsim Sha Tsui,50.0,台灣菜,"Shop D1, G/F, Houng Sun Building, 45-47 Carnarvon Road, Tsim Sha Tsui",251,8,2
rest17919,蜜滋麻美,Mizimamei,4.0,58.0,2347.0,Central,50.0,台灣菜,"G/F, 16A Aberdeen Street, Central",36,9,0
rest17920,流記香港仔艇仔粉,,4.0,31.0,2579.0,Aberdeen,50.0,港式,"Aberdeen Promenade, Aberdeen Praya Road, Aberdeen",25,3,0
rest17921,Amuse,,4.5,7.0,263.0,Jordan,101.0,西式,"G/F, 23 Shanghai Street, Jordan",6,0,0
rest17922,瓜破,Patisserie Uriwari,3.5,104.0,3362.0,Non Storefront,50.0,日本菜, ,78,10,1
rest17923,名廚到會,Sophia's Kitchen Catering Service Company,,,12.0,Non Storefront,51.0,多國菜, ,0,0,0
rest17924,焱丸物產有限公司,Enmaru Trading Co. Limited,,,16.0,Non Storefront,50.0,多國菜, ,0,0,0
rest17925,La Bon's Café,,,,161.0,Kwun Tong,51.0,西式,"Shop 47, 1/F, Tsun Yip Cooked Food Centre, 67 Tsun Yip Street, Kwun Tong",0,0,0
rest17926,瓊芳冰廳,King Fong Bing Teng,4.0,15.0,656.0,Tsim Sha Tsui,51.0,港式,"Shop G004, G/F, Fire Zone, ELEMENTS, 1 Austin Road West, Tsim Sha Tsui",4,5,0
rest17927,天水圍運動場小食亭,,,,5.0,Tin Shui Wai,50.0,港式,"1/F, Tin Shui Wai Sports Groun, 2 Tin Shui Road, Tin Shui Wai",0,0,0
rest17928,一泡而紅,,3.0,112.0,284.0,Kwai Fong,51.0,粵菜,"Shop C38-39A, 2/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong",26,43,31
rest17929,大家食,Eat Together,,,15.0,Wong Tai Sin,50.0,港式,"G/F, 8 Ngan Fung Street, Wong Tai Sin",0,1,0
rest17930,Das Gute,,,,29.0,Admiralty,50.0,西式,"Shop 1029-1043, 1/F, United Centre, 95 Queensway, Admiralty",0,0,0
rest17931,美心MX (天晴商場),Maxim's MX (天晴商場),3.0,21.0,86.0,Tin Shui Wai,50.0,港式,"Shop 4, G/F, Tin Ching Shopping Centre, Tin Shui Wai",4,8,3
rest17932,Come Buy,,3.5,22.0,93.0,Tsuen Wan,50.0,台灣菜,"Shop G20, G/F, Tai Hung Fai (Tsuen Wan) Centre, 55 Chung On Street, Tsuen Wan",7,7,4
rest17933,祥仔辣辣,Ricky’s Spicy Kitchen,4.5,13.0,476.0,Tsim Sha Tsui,101.0,川菜,"Shop 32, 3/F, LCX, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",12,0,1
rest17934,喜筵酒家,Hei Yin Restaurant,4.0,11.0,195.0,Yau Ma Tei,101.0,粵菜,"G/F & 1/F, 59A Public Square Street, Yau Ma Tei",5,1,0
rest17935,京城鴨子,The Northern Kitchen,4.0,22.0,1214.0,Tsim Sha Tsui,51.0,京菜,"Shop 19-20, Ground Floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui",15,3,2
rest17936,銀瑚牛扒餐廳,Ngan Wu Steak Restaurant,3.0,14.0,132.0,Shum Shui Po,50.0,港式,"G/F, 199 Yee Kuk Street, Sham Shui Po",7,3,4
rest17937,果日子,Fruit Day,,,1.0,Tsuen Wan,50.0,港式,"G/F, 42 Sheung Kok Shan Road, Lo Wai, Tsuen Wan",0,0,0
rest17938,新羅寶韓國餐廳,Sorabol Korean Restaurant,3.5,267.0,6454.0,Tsim Sha Tsui,201.0,韓國菜,"Shop 403, L4, FoodLoft,  Mira Place One, 132 Nathan Road, Tsim Sha Tsui",160,43,40
rest17939,譚仔雲南米線,Tamjai Yunnan Mixian,4.0,21.0,300.0,Tsing Yi,50.0,滇菜,"Shop 116-118, 1/F, Greenfield Garden Shopping Arcade, 1 Fung Shue Wo Road,, Tsing Yi",11,2,1
rest17940,影廠酒廊,Studio Lounge,3.5,20.0,451.0,Lantau,201.0,多國菜,"Disney’s Hollywood Hotel, Hong Kong Disneyland Resort, Lantau Island",11,6,2
rest17941,蒲公英和牛專門店,Tanpopo Premium Food Specialists,4.0,54.0,4105.0,Kwun Tong,201.0,日本菜,"Shop F, 1/F, Block 3, Camel Paint Building, 60 Hoi Yuen Road, Kwun Tong",38,10,1
rest17942,渝家風,Chongqing Style,3.5,14.0,508.0,Yuen long,50.0,川菜,"Shop 2, Wan Hing Building, 61-65 Yau Sang Street, Yuen Long",6,5,1
rest17943,+5ºC 手抓餅專門店,+5ºC,3.5,66.0,1530.0,Sai Wan Ho,50.0,台灣菜,"Shop A34-B, G/F, Tai On Building, 57-87 Shau Kei Wan Road, Sai Wan Ho",39,15,3
rest17944,MOS Burger,,3.5,21.0,189.0,Ma On Shan,50.0,日本菜,"Shop 273-275, 2/F, Ma On Shan Plaza, 608 Sai Sha Road, Ma On Shan",10,3,1
rest17945,御壽司,Yu Sushi,3.5,9.0,163.0,Hung Hom,51.0,日本菜,"G/F, 149 Wuhu Street, Hung Hom",5,2,1
rest17946,Freshtea By Happylemon,,4.0,89.0,351.0,Kwun Tong,50.0,台灣菜,"Shop L1-L17, 1/F, Millennium City 5, apm, 418 Kwun Tong Road, Kwun Tong",65,8,4
rest17947,Maison Eric Kayser,,,,133.0,Quarry Bay,51.0,法國菜,"Kiosk A, 1/F, Dorset House, 979 King's Road, Quarry Bay",2,0,0
rest17948,小春日和,,4.5,14.0,536.0,San Po Kong,51.0,日本菜,"Shop 4A, G/F, Hong Keung Mansion, 32-34 Hong Keung Street, San Po Kong",12,0,0
rest17949,手作餃子專門店,,,,10.0,Yuen long,50.0,京川滬,"Shop G, G/F, Tse King House Stage 1, 51-61 Kau Yuk Road, Yuen Long",0,0,0
rest17950,為食軒,,3.5,4.0,19.0,Shum Shui Po,50.0,滬菜, ,2,2,0
rest17951,Fruttato Gelato,,,,51.0,Kwai Chung,50.0,西式,"Shop A, 18/F, Tung Luen Industrial Building, 1-4 Yip Shing Street, Kwai Chung",0,0,0
rest17952,大叻越南牛肉粉餐廳,Dalat Vietnamese Restaurant,3.5,82.0,1447.0,Mong Kok,50.0,越南菜,"G/F, 2E Tung Choi Street, Mong Kok",37,19,10
rest17953,老爹,Daddy’s Kitchen,4.5,60.0,444.0,Wan Chai,101.0,意大利菜,"9/F, QRE Plaza, 202 Queen's Road East, Wan Chai",57,0,0
rest17954,有營菓,The Fruit,,,39.0,Cheung Sha Wan,50.0,港式,"Minor Portion of Unit 2B1, G/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Cheung Sha Wan",1,0,0
rest17955,百份百大師‧即造烘焙,Smile Bread,,,29.0,Tseung Kwan O,50.0,港式,"Shop R-1B, 1/F, Nan Fung Plaza, 8 Pui Shing Road, Tseung Kwan O",0,0,0
rest17956,一品海鮮菜館,The Great Seafood Restaurant,4.5,8.0,248.0,Kowloon City,201.0,粵菜,"G/F, 9 Nga Tsin Long Road, Kowloon City",4,0,0
rest17957,輝記香港仔魚蛋粉,,3.5,25.0,206.0,Yuen long,50.0,港式,"Shop B, G/F, Hung Min Bldg, 35 Tai Tong Road, Yuen Long",18,4,0
rest17958,曲奇童話,Conte De Cookie,,,19.0,Tsim Sha Tsui,101.0,西式,"Shop H, G/F, Carnarvon Mansion, 8-12 Carnarvon Road, Tsim Sha Tsui",0,0,0
rest17959,新威餐廳,Sun Wai,3.0,29.0,124.0,Chai Wan,50.0,粵菜,"Shop 5A-C, G/F, Greenwood Terrace Commercial Area, 16 Tai Man Street, Chai Wan",8,3,8
rest17960,澤豪點心專門店,,2.5,3.0,84.0,To Kwa Wan,50.0,港式,"G/F, 59 Mei King Street, To Kwa Wan",0,1,0
rest17961,URBAN Bake n Take,,,,222.0,Tsim Sha Tsui,50.0,西式,"Market Place by Jasons, Shop B111A - B121, Basement 1, K11, 18 Hanoi Road, Tsim Sha Tsui",0,0,0
rest17962,薩莉亞意式餐廳,Saizeriya Italian Restaurant,,,15.0,Tsing Yi,51.0,意大利菜,"Shop 512, 5/F, Cheung Hang Shopping Centre, Cheung Hang Estate, 6 Liu To Road, Tsing Yi",0,0,0
