,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,add_en,emoji_positive,emoji_neutral,emoji_negative
rest5197,馬哥孛羅香港酒店大堂酒廊,Lobby Lounge,3.5,61.0,1350.0,Tsim Sha Tsui,101.0,西式,"Lobby Level, Marco Polo Hongkong Hotel, Harbour City, 3 Canton Road, Tsim Sha Tsui",28,12,10
rest5198,海膽養殖場海鮮菜館,Sea Urchin Breeding Centre Seafood Restaurant,3.0,17.0,459.0,Sai Kung,201.0,粵菜,"G/F, 2 Tung Ah Village, Leung Shuen Wan, Sai Kung",6,4,7
rest5199,榮發茶餐廳,,3.0,14.0,76.0,Sheung Shui,50.0,港式, ,4,4,2
rest5200,富華餐廳,,3.0,3.0,57.0,Tsuen Wan,50.0,港式,"G/F, 16 Sze Pei Square, Tsuen Wan",1,1,0
rest5201,公和荳品廠,Kung Wo Beancurd Factory,3.5,677.0,18115.0,Shum Shui Po,50.0,港式,"G/F, 118 Pei Ho Street, Sham Shui Po",470,101,28
rest5202,新南山冰室,,3.0,26.0,251.0,Shek Kip Mei,50.0,港式, ,8,13,1
rest5203,魚米,Yu Mai,3.5,27.0,235.0,Tsuen Wan,51.0,港式,"G/F,  106 Chung On Street, Tsuen Wan",12,1,0
rest5204,津味館,,,,22.0,Tuen Mun,51.0,港式,"Shop 59-60, 1/F, Waldorf Shopping Arcade, 1 Tuen Lee Street, Tuen Mun",0,1,0
rest5205,後生仔海南雞1998,The Young's Hainan Chicken,4.0,26.0,1689.0,Mong Kok,51.0,泰國菜,"Shop L, G/F, Hung Kwong Building, 2 Tung Choi Street, Mong Kok",18,2,1
rest5206,Ryota Kappou Modern,,4.5,18.0,5485.0,Central,801.0,日本菜,"21/F, 18 On Lan Street, Central",12,4,1
rest5207,宏發燒味餐廳,,3.0,10.0,513.0,North Point,50.0,粵菜,"Shop B, G/F, Siu Bo Building, 126-128 Tsat Tsz Mui Road, North Point",2,1,0
rest5208,太興,Tai Hing,3.5,31.0,253.0,Tai Wai,51.0,港式,"Shop A, G/F, Sui Fung Mansion, No. 1, Chik Shun Street & No. 12 Tai Wai Road, Tai Wai",14,7,3
rest5209,義安茶莊,Yee On Tea Co,,,11.0,Sai Wan,50.0,港式,"G/F, 147 Des Voeux Road West, Sai Ying Pun, Western District",0,0,0
rest5210,Island Corner,Island Corner,,,9.0,Central,50.0,西式,"G/F, Central Ferry Pier No.2, Central",1,0,0
rest5211,桃園粥麵小廚 (華心商場),Tao Yuen (華心商場),3.0,22.0,158.0,Fan Ling,50.0,港式,"Shop R35 & R36, G/F, Wah Sum Shopping Centre, Wah Sum Estate, Fanling",5,5,2
rest5212,Cupping Room Coffee Roasters,,4.0,18.0,1234.0,Causeway Bay,51.0,西式,"Shop 306, 3/F, Lee Garden One, 33 Hysan Avenue, Causeway Bay",14,1,1
rest5213,串爆,,4.5,85.0,1497.0,Mong Kok,101.0,川菜,"Shop 2, G/F, Tsui Yuen Mansion, 2-20 Kwong Wa Street, Mong Kok",73,3,4
rest5214,蠔魔,Oyster More,4.0,32.0,1223.0,Kowloon City,201.0,多國菜,"G/F., 19 Nga Tsin Long Road, Kowloon City",19,7,2
rest5215,Asias Restaurant & Bar,,,,41.0,Central,101.0,多國菜,"G/F, Kam Tong Court, 47A Elgin Street, Soho, Central",0,0,0
rest5216,松菱日本料理,Matsubishi Japanese Restaurant,4.0,120.0,7704.0,Wan Chai,401.0,日本菜,"3/F, Shopping arcade, Convention Plaza , 1 Harbour Road, Wan Chai",86,17,6
rest5217,食雞,Winner Winner Chicken Dinner,4.5,131.0,3691.0,Tai Kok Tsui,201.0,港式,"Shop 1-2, G/F, 38 Larch Street, Tai Kok Tsui",116,4,1
rest5218,麥當勞,McDonald's,3.0,22.0,160.0,Admiralty,50.0,美國菜,"Shop G7A & G7B, G/F, Bank of America Tower, 12 Harcourt Road, Admiralty",7,5,3
rest5219,Dreampresso,,4.0,19.0,763.0,Prince Edward,51.0,西式,"1/F, Wing Fat House,  46 Tai Po Road, Prince Edward",13,2,1
rest5220,甜屋,Sweet House,4.0,7.0,220.0,Shatin,50.0,港式,"Shop109A2, OK Mall, 1/F, Kings Wing Plaza 2, 1 On Kwan Street, Sha Tin",4,0,0
rest5221,SaladStop!,,4.0,23.0,1143.0,Central,51.0,西式,"Shop 311-312, 3/F, Exchange Square Podium, 8 Connaught Road Central, Central",13,4,1
rest5222,齒留香長洲糯米糍,,4.0,4.0,140.0,Tsim Sha Tsui,50.0,港式,"Shop 7, G/F, Dorfu Court, 5-6 Hau Fook Street, Tsim Sha Tsui",4,0,0
rest5223,海王潮州樓（金富）,Neptune Chiu Chow Restaurant（Golden Treasure）,3.5,17.0,630.0,Tsuen Wan,101.0,潮州菜,"Shop UG1-UG12, G/F, Waterside Plaza, 38 Wing Shun Street, Tsuen Wan",9,6,2
rest5224,台北巷弄,Taipei Alley,4.5,152.0,1865.0,Tseung Kwan O,51.0,台灣菜,"Shop 006, 1/F, TKO Plaza, 1 Tong Tak Street, Tseung Kwan O",141,3,1
rest5225,Cask Bar,,,,126.0,Wan Chai,51.0,西式,"4/F., King Dao Building, 14 Burrows Street, Wan Chai",1,0,0
rest5226,Chill Sweet,,4.0,20.0,318.0,Tsing Yi,50.0,港式,"Shop TCF6, G/F, Maritime Market, Cheung Fat Plaza, 6 Tam Kon Shan Road, Tsing Yi",12,1,2
rest5227,安利大排檔,,3.5,119.0,1544.0,Shau Kei Wan,50.0,港式,"57 Shau Kei Wan Main Street East, Shau Kei Wan",55,30,16
rest5228,福喜飯堂,,,,7.0,Yuen long,50.0,港式, ,0,1,0
rest5229,香港航空貴賓室 - 紫荊堂,Club Bauhinia - Hong Kong Airlines Lounge,3.5,5.0,45.0,Chek Lap Kok,51.0,西式,"(Restricted Area) (Close to Gate 23) 6/F, Terminal 1, Hong Kong International Airport, Chek Lap Kok",2,2,0
rest5230,DUO Patisserie,,4.0,7.0,1141.0,Kwun Tong,201.0,西式,"Room E, 7/F, Camel Paint Building Block 3, 60 Hoi Yuen Road, Kwun Tong",5,0,0
rest5231,意樂餐廳 (海怡廣場),Itamomo Cafe (海怡廣場),,,9.0,Ap Lei Chau,51.0,港式,"Shop 117-119, 1/F, Marina Square, 12A South Horizons Drive, Ap Lei Chau",0,0,0
rest5232,香港中華遊樂會中菜廳,,4.0,4.0,232.0,Tai Hang,101.0,粵菜,"2/F, Block D, Chinese Recreation Club, 123 Tung Lo Wan Road, Tai Hang",3,0,0
rest5233,天秀,Tenshu Tempura & Sashimi Restaurant,4.5,56.0,3875.0,Sheung Wan,401.0,日本菜,"Shop A, G/F, Lam's Building, 6-10 Kau U Fong, Sheung Wan",46,0,2
rest5234,養生糊甜品專門店,,4.5,55.0,1437.0,North Point,50.0,港式,"Shop D1, G/F, Po Wing Building, 6-16 Shell Street, North Point",52,0,0
rest5235,星巴克咖啡,Starbucks Coffee,,,82.0,Sai Wan,50.0,美國菜,"Shop 1-2, G/F, Golden Phoenix Court, 1-2 St Stephen's Lane, Sai Ying Pun, Western District",0,0,0
rest5236,Tequila on Davis,,4.0,28.0,2180.0,Sai Wan,101.0,墨西哥菜,"G/F, 1 Davis Street, Kennedy Town, Western District",22,2,0
rest5237,Motorino,,3.5,66.0,6113.0,Central,101.0,意大利菜,"G/F, 14 Shelley Street, Soho, Central",34,17,10
rest5238,聚串,Ju Chuan,4.5,40.0,866.0,Tsuen Wan,51.0,多國菜,"Shop 33, 3/F, Heung Che Street Market, 8 Tso Kung Street, Tsuen Wan",37,0,0
rest5239,MoMo Café,,3.5,187.0,8963.0,Sai Wan,401.0,多國菜,"Courtyard By Marriott Hong Kong, 167 Connaught Road West, Sai Ying Pun, Western District",89,43,25
rest5240,木屋炭火,Charcoal Hut,4.0,8.0,533.0,Tsz Wan Shan,51.0,港式,"Shop C, G/F, Wan Wah Mansion, 26 Yuk Wah Crescent, Tsz Wan Shan",5,0,0
rest5241,茶木‧台式休閒餐廳,TeaWood Taiwanese Cafe & Restaurant,3.5,107.0,968.0,Lok Fu,51.0,台灣菜,"Shop 1108-1110, 1/F,, Zone A,  Lok Fu Shopping Centre, 198 Junction Road, Lok Fu",56,19,5
rest5242,VEA Restaurant and Lounge,,4.5,101.0,24773.0,Central,801.0,法國菜,"29-30/F, The Wellington, 198 Wellington Street, Central",72,11,3
rest5243,Castello 4,,3.5,86.0,910.0,Causeway Bay,201.0,意大利菜,"4/F, Oliv , 15-21 Sharp Street East, Causeway Bay",57,15,9
rest5244,清玉,Kingyo,4.0,20.0,251.0,Mong Kok,50.0,台灣菜,"G/F, 43C Dundas Street, Mong Kok",10,6,0
rest5245,丸亀製麵 (綠楊坊),Marugame Seimen (綠楊坊),4.0,22.0,828.0,Tsuen Wan,51.0,日本菜,"Shop S20-21, 2/F, Luk Yeung Galleria, 22-66 Wai Tsuen Road, Tsuen Wan",8,7,0
rest5246,老上海飯店,Hong Kong Lao Shang Hai Restaurant,4.0,16.0,2524.0,Wan Chai,201.0,滬菜,"Shop 101-104, 1/F, Emperor Group Centre, 288 Hennessy Road, Wan Chai",8,4,1
rest5247,康蘭泰式食,,,,61.0,Cheung Chau,50.0,泰國菜,"G/F, 46 Pak She Street, Cheung Chau",1,1,1
rest5248,竹園海鮮飯店,Chuk Yuen Seafood Restaurant,4.0,47.0,2082.0,Sheung Wan,201.0,粵菜,"G/F, 3 Connaught Road West, Sheung Wan",35,4,2
rest5249,Sapori,,3.5,3.0,57.0,Shatin,50.0,港式,"3/F, New Town Plaza Phase 3, 2-8 Sha Tin Centre Street, Sha Tin",2,1,0
rest5250,金記冰室 (八號花園),Kam Kee Cafe (八號花園),4.0,104.0,853.0,Tai Po,51.0,港式,"Shop 8, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",86,10,2
rest5251,R.T. 泰國美食,R.T. Thai BBQ,4.0,9.0,254.0,Hung Hom,50.0,泰國菜,"Shop 5, G/F, Fu Yip Building, 21-27 Station Lane, Hung Hom",5,1,0
rest5252,華輝餐廳,Wah Fai Restaurant and Cake Shop,3.5,179.0,4785.0,Tai Po,50.0,港式,"G/F, 13 Heung Sze Wui Street, Tai Po",111,42,10
rest5253,聚點坊點心專門店,Dim Sum Square,3.5,82.0,835.0,Sheung Wan,50.0,粵菜,"G/F, 88 Jervois Street, Sheung Wan",59,17,4
rest5254,薄荷葉泰國菜,Mint Thai House,4.0,862.0,10972.0,Yuen long,101.0,泰國菜,"Shop 12-13, G/F, Yee Hong Building, On Hong Road, Yuen Long",644,67,55
rest5255,HIT員工飯堂,HIT Staff Canteen,,,11.0,Kwai Chung,50.0,港式,"G-2/F, Tower 3 and Gate House, Terminal 4, Container Port Road South, Kwai Chung",0,0,0
rest5256,叻EAT糕,,,,25.0,Tin Shui Wai,50.0,港式,"Shop 2067, 2/F, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai",2,0,0
rest5257,鳴門魚市場居酒屋,NARUTO UO ICHIBA IZAKAYA,4.0,166.0,7048.0,Mong Kok,201.0,日本菜,"Shop B,  G/F, Lisa House, 12-14A Yim Po Fong Street, Mong Kok",118,26,8
rest5258,清邁雞飯,Chiangmai Chicken Rice,,,36.0,Fo Tan,51.0,泰國菜,"Shop B3, G/F, Block 1, Kin Ho Industrial Building, 30-32 Au Pui Wan Street, Fo Tan",0,0,1
rest5259,雲貴軒米線專門店,,3.5,12.0,120.0,Tin Shui Wai,50.0,滇菜,"Shop B13, 1/F, Phase 1, Kingswood Richly Plaza, 1 Tin Wu Road, Tin Shui Wai",5,2,0
rest5260,莆田,PUTIEN,4.0,251.0,5300.0,Tsuen Wan,101.0,閩菜,"Shop 416, 4/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan",179,37,10
rest5261,八珍醬園,Pat Chun Fine Foods,3.0,12.0,187.0,Central,50.0,粵菜,"G/F, 75 Wellington Street, Central",6,1,3
rest5262,MAMA Bakery,,,,7.0,Tuen Mun,50.0,港式,"Shop 217, 2/F, Fu Tai Shopping Centre, 9 Tuen Kwai Road, Tuen Mun",0,0,0
rest5263,真珍記,JIN JIN RESTAURANT LIMITED,,,21.0,Mong Kok,50.0,港式,"Shop B, G/F, 134 Lai Chi Kok Road, Mong Kok",0,0,0
rest5264,驚安燒肉商店,Gekiyasu Yakiniku,4.5,25.0,2636.0,Tsim Sha Tsui,101.0,日本菜,"Shop C, 3/F, China Insurance Building, 48 Cameron Road, Tsim Sha Tsui",25,0,0
rest5265,iCafe,,4.0,4.0,117.0,Kowloon Tong,50.0,西式,"3/F, The Wing Lung Bank Building for Business Studies, Shaw Campus, Hong Kong Baptist University, Kowloon Tong",2,1,0
rest5266,萬麗咖啡室,Cafe Renaissance,3.5,457.0,33877.0,Wan Chai,401.0,多國菜,"M/F, Renaissance Harbour View Hotel Hong Kong, 1 Harbour Road, Wan Chai",267,60,47
rest5267,牛朱啡,Milk Chocolate Cafe,,,79.0,Wong Tai Sin,50.0,西式,"Shop 90B, Food Town, G/F, Chuk Yuen Plaza, 15 Chuk Yuen Road, Wong Tai Sin",1,1,0
rest5268,貢茶 (又新街),Gong Cha (又新街),,,99.0,Yuen long,50.0,台灣菜,"Shop B, G/F, Yuen San Building, 17 Yau San Street, Yuen Long",0,1,1
rest5269,十里洋場,10 Shanghai,4.0,100.0,13359.0,Causeway Bay,201.0,淮揚菜,"Shop 101, 1/F, Lee Garden Two, 28 Yun Ping Road, Causeway Bay",61,16,4
rest5270,金豐粉麵咖啡屋,Kam Fung Coffee HOUSE,3.0,8.0,56.0,Tsing Yi,50.0,港式,"3/F, Platform, Hong Shun House, Cheung Hong Estate,, Tsing Yi",3,2,2
rest5271,乾一杯紅酒禮品專門店,Cheers,,,4.0,Yuen long,401.0,西式,"Shop 9, G/F, Transport Plaza, 2-6 Fung Cheung Road, Yuen Long",0,0,0
rest5272,海天堂(大家姐監製),,,,22.0,Mong Kok,50.0,粵菜,"31 Fife Street, Mong Kok",0,1,0
rest5273,鴻仔記車仔麵 (晴朗商場),Hung’s Cart Noodle (晴朗商場),,,156.0,Kowloon City,50.0,港式,"Shop A030, G/F, Ching Long Shopping Centre, Kai Ching Estate, 12 Muk Hung Street, Kowloon City",1,1,0
rest5274,天一酒家,Tien Yi Chinese Restaurant,3.5,33.0,3063.0,Admiralty,201.0,粵菜,"Shop 003, LG1/F, Pacific Place, 88 Queensway, Admiralty",17,9,1
rest5275,東記冰室,,,,85.0,Tsim Sha Tsui,50.0,港式,"G/F, Back Portion, Star Mansion, 3-5 Minden Row, Tsim Sha Tsui",0,0,1
rest5276,宋館,The Soong Rooms,,,29.0,Quarry Bay,201.0,粵菜,"2/F, Dorset House, 979 King's Road, Taikoo Place, Quarry Bay",1,1,0
rest5277,皇后餃子,,3.0,35.0,245.0,Chai Wan,50.0,粵菜,"Shop G10, G/F, Wan Tsui Commercial Complex, 2 Wah Ha Street, Chai Wan",9,6,7
rest5278,大家樂,Café de Coral,3.0,16.0,103.0,Hung Hom,50.0,港式,"Shop G15-16, G/F, Amazing World (Site 1), The Whampoa, Hung Hom",5,5,4
rest5279,OK便利店 Hot & In 美食吧,Circle K Hot & In Steam Station,,,4.0,Ma On Shan,50.0,港式,"Shop 2015, 2/F, MOSTown, 18 On Luk Street, Ma On Shan",0,0,0
rest5280,金東大粉麵,,3.5,5.0,219.0,Shau Kei Wan,50.0,粵菜,"Shop 6B, G/F, 59-99 Shau Kei Wan Main Street East, Shau Kei Wan",3,1,1
rest5281,華御結,Hana-Musubi,,,24.0,Ma On Shan,50.0,日本菜,"Shop 289, 2/F, Ma On Shan Plaza, 608 Sai Sha Road, Ma On Shan",0,1,0
rest5282,Madera Café,,3.5,60.0,2508.0,Shau Kei Wan,51.0,西式,"G/F, Le Riviera, 23 Main Street East, Shau Kei Wan",28,18,4
rest5283,元気寿司,Genki Sushi,3.5,31.0,231.0,Kowloon Bay,101.0,日本菜,"Shop 226-227 & 230-233, G/F, Phase 2, Amoy Plaza, 77 Ngau Tau Kok Road, Kowloon Bay",14,9,3
rest5284,華星冰室,,,,116.0,Sheung Wan,51.0,港式,"G/F, Grand Millennium Plaza, 181 Queen's Road Central, Sheung Wan",1,0,0
rest5285,吉祥草,Reineckea Vegan Cafe,4.5,6.0,311.0,Sai Wan,51.0,多國菜,"Shop 22, G/F, Kwan Yick Building Phase 2 Shopping Arcade, 343 Des Voeux Road West, Western District",6,0,0
rest5286,101台式休閒餐廳 (青衣城),101 Taiwanese Restaurant (青衣城),3.5,129.0,1892.0,Tsing Yi,51.0,港式,"Shop G30, G/F, Maritime Square 2, 33 Tsing King Road, Tsing Yi",65,31,11
rest5287,名將桌球城,General Snooker Club,,,8.0,Shau Kei Wan,50.0,港式,"B/F, Eastway Towers, 59-99 Shau Kei Wan Main Street, Shau Kei Wan",0,0,0
rest5288,豆姨姨泰國招牌船河,,3.5,9.0,319.0,Jordan,50.0,泰國菜,"Shop B, G/F, Jade Court, 81-87 Wai Ching Street, Jordan",5,2,1
rest5289,品悅餐廳,Ban Yuet Restaurant,3.0,14.0,123.0,Tai Kok Tsui,50.0,港式,"G/F, Hing Wong Mansion, 81 Tai Kok Tsui Road, Tai Kok Tsui",1,3,4
rest5290,Artistry Brewing Company,Artistry Brewing Company,3.5,55.0,7948.0,North Point,51.0,西式,"G/F, Tung Fat Building, 43A Kam Ping Street, North Point",28,17,4
rest5291,陶源酒家,Sportful Garden Restaurant,3.5,27.0,765.0,Kowloon Bay,201.0,粵菜,"G/F, Tower One, Enterprise Square,  9 Sheung Yuet Road, Kowloon Bay",12,8,3
rest5292,Go Dutch Cafe,,4.0,462.0,5377.0,Mong Kok,51.0,多國菜,"10/F, Dundas Square, 43H Dundas Street, Mong Kok",375,21,36
rest5293,華御結,Hana-Musubi,,,35.0,Mong Kok,50.0,日本菜,"Shop 14, Mong Kok Station, Mong Kok",0,0,0
rest5294,大龍華燒臘專家,,,,13.0,Kwun Tong,50.0,港式,"Shop 28, Sau Mau Ping Market, Sau Mau Ping Shopping Centre, Kwun Tong",1,0,0
rest5295,香辣風,,4.0,27.0,1308.0,Yuen long,51.0,川菜,"Shop M, G/F, Wing Fat House, 12-42 Ma Miu Road, Yuen Long",17,4,0
rest5296,金禾閣餐廳,,3.0,16.0,16.0,Shatin,50.0,港式,"Shop 81, G/F Silver City Shopping Centre, Silver City Street, Sha Tin",8,3,3
rest5297,Chateraise,,4.0,4.0,74.0,Wong Tai Sin,50.0,日本菜,"Shop UG47A, UG/F, Temple Mall South, 103 Ching Tak Street, Wong Tai Sin",2,1,0
rest5298,隔水蒸雞,,,,84.0,Hung Hom,50.0,粵菜,"G/F, 27 Ming On Street, Hung Hom",2,0,1
rest5299,凱施餅店,Hoixe Cake Shop,,,9.0,Shatin,50.0,港式,"Shop 3, Pok Yue House, Pok Hong Estate, Sha Tin",0,0,0
rest5300,泰記小廚,ThaiKee Restaurant,,,23.0,Tsuen Wan,51.0,粵菜,"G/F, Block 1, Kingswin Ind, 32 Lei Muk Road, Tsuen Wan",0,2,0
rest5301,萬邦美食,Bite Delight,,,5.0,Jordan,50.0,多國菜,"Shop D & E, G/F, Hub 8, 239 Temple Street, Jordan",0,0,0
rest5302,榮泰茶餐廳,,3.0,8.0,42.0,Tsuen Wan,50.0,港式, ,1,4,1
rest5303,皇帝雞,Emperor Chicken,3.5,111.0,4594.0,Shum Shui Po,50.0,韓國菜,"8F-17, Food Court, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",78,15,1
rest5304,新成館,San Shing Food Shop,3.0,4.0,36.0,Sheung Wan,50.0,港式, ,0,4,0
rest5305,民哥,Man Gor,3.5,7.0,64.0,Lam Tin,51.0,港式,"Shop 226-227, 2/F, Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin",4,2,0
rest5306,雪吧,LA-neige,4.5,48.0,150.0,Tsim Sha Tsui,101.0,西式,"Shop 3, Basement and G/F, Podium Plaza, 5 Hanoi Road, Tsim Sha Tsui",45,1,0
rest5307,東江大飯店,,3.0,78.0,922.0,Tsuen Wan,101.0,客家菜,"G/F., 290 Sha Tsui Road,, Tsuen Wan",27,29,12
rest5308,知飯,,,,146.0,Sheung Wan,50.0,港式,"Shop A, G/F, 138 Jervois Street, Sheung Wan",1,0,0
rest5309,蝦棧,Shrimp Kitchen,,,44.0,Lai Chi Kok,51.0,台灣菜,"Shop A13, 2/F, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok",2,0,0
rest5310,金發餐廳,,3.0,38.0,357.0,Jordan,50.0,粵菜,"G/F, Block A, United Mansion, 37E-37K Jordan Road, Jordan",11,15,3
rest5311,德興酒家,Tack Hsin Restaurant,3.5,243.0,3443.0,Tsim Sha Tsui,101.0,港式,"2/F, Peninsula Centre, 67 Mody Road,, Tsim Sha Tsui",153,47,23
rest5312,辣椒仔,,,,23.0,Shum Shui Po,50.0,川菜,"Shpo 2, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",1,0,0
rest5313,Cali-Mex Bar & Grill,,,,19.0,Happy Valley,101.0,美國菜,"G/F, 31 Wong Nai Chung Road, Happy Valley",0,0,0
rest5314,美倫餐廳,Mascot Cafe,3.0,24.0,95.0,Tsuen Wan,51.0,港式,"G/F 53 Tai Pa Street,, Tsuen Wan",7,7,3
rest5315,麥當勞,McDonald's,3.0,58.0,240.0,Central,50.0,美國菜,"B/F, Yu To Sang Building, 37 Queen's Road Central, Central",22,18,8
rest5316,隨心點專門店,,,,84.0,Shau Kei Wan,50.0,粵菜,"G/F, 54 Shau Kei Wan Main Street East, Shau Kei Wan",2,0,1
rest5317,聚華閣,,,,25.0,Kwai Chung,50.0,港式,"Shop 2, South China Industrial Building, 1 Chun Pin Street, Lei Muk Road, Kwai Chung",0,1,0
rest5318,百份百大師‧即造烘焙,Smile Bread,,,14.0,Aberdeen,50.0,港式,"Shop 6A, G/F, Aberdeen Centre (Site 5), 6-12 Nam Ning Street, Aberdeen",0,0,0
rest5319,爸爸辣京川滬菜館,Papa Spicy Restaurant,3.0,7.0,580.0,North Point,101.0,川菜,"Shop B, G/F, Wah Sing Building, 61 - 63 Java Road, North Point",2,3,1
rest5320,坤記麵家,,2.5,6.0,63.0,Yau Tong,50.0,港式,"Shop G11, G/F, Ka Kwai Arcade, Yau Tong Centre, 9-11 Yan Wing Street, Yau Tong",1,2,0
rest5321,大家樂,Café de Coral,3.5,28.0,91.0,Fan Ling,50.0,港式,"Shop 27, 2/F, Fanling Town Centre, 18 Fanling Station Road, Fanling",11,8,4
rest5322,御記御犇麵館,,3.5,13.0,360.0,Tai Wai,50.0,潮州菜,"Shop 1, G/F, Tin Po Building, 102-108 Chik Fuk Street, Tai Wai",4,3,0
rest5323,金鳳大餐廳,Golden Phoenix Restaurant,3.0,169.0,2701.0,Wan Chai,51.0,西式,"G/F, 415-421 Jaffe Road, Wan Chai",73,60,21
rest5324,阿婆砵仔糕,,4.0,12.0,503.0,Sai Wan,50.0,港式,"G/F, No 3 Belcher's Street, Shek Tong Tsui, Western District",7,2,0
rest5325,百味邨車仔麵,Pak Mei Chuen Cart Noodles,,,11.0,Tai Wai,50.0,港式,"Shop B, 93 Hin Tin Village, Tai Wai",1,1,0
rest5326,泉記麵家,Chuen Kee Noodle,3.5,7.0,56.0,San Po Kong,50.0,粵菜,"Shop 1C, G/F, Wing Shing Ind Bldg, 26 Ng Fong Street,, San Po Kong",5,1,0
rest5327,酒塲,Sakaba,,,57.0,Yuen long,201.0,日本菜,"Shop G, G/F, Tai Hing Building, 1-29 Tai Lee Street, Yuen Long",1,0,0
rest5328,廚十三老壇酸菜魚 (渣甸街),Chinese Sauerkraut Fish (渣甸街),4.0,305.0,15386.0,Causeway Bay,201.0,川菜,"4/F, Aura on Pennington, 66 Jardine's Bazaar, Causeway Bay",235,24,19
rest5329,大家樂,Café de Coral,4.5,5.0,25.0,Fan Ling,50.0,港式,"Shop 102, Yung Shing Shopping Centre, Fanling",4,0,0
rest5330,iBakery 愛烘焙餐廳,iBakery Gallery Café,3.5,60.0,2446.0,Admiralty,101.0,西式,"Tamar Cafe at Tamar Park, Admiralty",34,16,6
rest5331,鴻發涼茶,,4.0,5.0,583.0,Shum Shui Po,50.0,港式,"G/F, 128 Pei Ho Street, Sham Shui Po",5,0,0
rest5332,壽司達人,Sushi Monster,,,21.0,Ma On Shan,51.0,日本菜,"Food Garden, G/F, Hang On Shopping Centre, Hang On Estate, 1 Hang Kam Street, Ma On Shan",1,0,0
rest5333,甜藝家,Sweet Boutique de Tony Wong,4.0,16.0,433.0,Kowloon City,51.0,法國菜,"G/F, 20 Hau Wong Road, Kowloon City",11,4,1
rest5334,善福堂,Sin Fok Tong Herbal Tea,3.0,5.0,30.0,Mong Kok,50.0,粵菜,"G/F, 31 Kwong Wa Street,, Mong Kok",1,2,0
rest5335,HAKU Curated By Hideaki Matsuo,,4.0,81.0,11246.0,Tsim Sha Tsui,801.0,多國菜,"Shop OTG04B, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",61,8,3
rest5336,國金軒,Cuisine Cuisine,4.0,261.0,9365.0,Tsim Sha Tsui,201.0,粵菜,"3/F, The Mira Hong Kong, Mira Place, 118 Nathan Road, Tsim Sha Tsui",162,29,13
rest5337,成發快餐店,Shing Fat Restaurant,3.5,12.0,76.0,Kowloon Bay,51.0,港式,"G/F, 17 Kowloon Bay Industrial Centre, 15 Wang Hoi Road,, Kowloon Bay",5,5,0
rest5338,厚興瑜記手撕雞,,3.5,4.0,28.0,Yuen long,51.0,粵菜,"G/F, 60 Sau Fu Street, Yuen Long",4,0,0
rest5339,俺流亭,ORERYU TEI,3.5,12.0,369.0,Wong Tai Sin,51.0,日本菜,"Shop G11, G/F, Temple Mall South, 103 Ching Tak Street, Wong Tai Sin",5,1,3
rest5340,麥當勞,McDonald's,3.5,4.0,19.0,Ho Man Tin,50.0,美國菜,"Shop G38A, G/F & Shop G38B Portion A, Basement, Oi Man Plaza, 60 Chung Hau Street, Ho Man Tin",3,0,0
rest5341,市集咖啡店,Market House,,,28.0,Lantau,50.0,美國菜,"Main Street USA, Hong Kong Disneyland, Hong Kong, Lantau Island",1,0,0
rest5342,三妹嘜,Shau Shau Shau Thai Food,3.5,67.0,1858.0,Jordan,101.0,泰國菜,"G/F, 109 Woosung Street, Jordan",42,19,3
rest5343,迦好,Canaan Food,,,18.0,Tseung Kwan O,50.0,港式,"Shop 1006A, 1/F, Park Central, 9 Tong Tak Street, Tseung Kwan O",1,0,0
rest5344,家宜美食,,,,6.0,Tai Wai,50.0,港式,"Shop M21, Hin Keng Market, 69 Che Kung Miu Road,, Tai Wai",0,0,0
rest5345,臻味冰室豬扒酸辣米線,,3.5,58.0,1919.0,Kwun Tong,50.0,滇菜,"Shop B, G/F, Montery Plaza, 15 Chong Yip Street, Kwun Tong",32,14,2
rest5346,同心餅店,,,,13.0,Yuen long,50.0,港式,"Shop N, G/F, Holly Building, 33 Sau Fu Street, Yuen Long",0,0,0
rest5347,鳯中鳯,King Of Phoenix,,,14.0,Kwun Tong,50.0,港式,"Shop I, G/F, Hong Ning building, 79-89 Fu Yan Street, Kwun Tong",0,0,0
rest5348,時新車仔麵屋,,3.5,19.0,183.0,Shatin,50.0,港式,"Shop 3, 1/F, Fu Yu House, Lek Yuen Estate, Sha Tin",9,6,0
rest5349,暖心堂,Love in Warm,,,2.0,Kwai Chung,50.0,粵菜,"Room C, 3/F, Block 2, Vigor Industrial Building, 49-53 Ta Chuen Ping Street, Kwai Chung",0,0,0
rest5350,永發茶餐廳,Wing Fat Restaurant,3.0,7.0,55.0,Tai Po,50.0,港式,"77 Kwong Fuk Road, Tai Po",3,3,0
